week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
2,Sat,2008-08-23,,Hamburger SV,2–1,Karlsruher,,,Babak Rafati,/en/matches/3d7c6b9a/Hamburger-SV-Karlsruher-August-23-2008-Bundesliga,,3d7c6b9a
2,Sat,2008-08-23,,Hertha BSC,1–1,Arminia,,,Markus Schmidt,/en/matches/9ba2e699/Hertha-BSC-Arminia-August-23-2008-Bundesliga,,9ba2e699
2,Sat,2008-08-23,,Hoffenheim,1–0,M'Gladbach,,,Thorsten Kinhöfer,/en/matches/ed8d6316/Hoffenheim-Monchengladbach-August-23-2008-Bundesliga,,ed8d6316
2,Sat,2008-08-23,,Stuttgart,0–2,Leverkusen,,,Jochen Drees,/en/matches/5b2c1db4/Stuttgart-Bayer-Leverkusen-August-23-2008-Bundesliga,,5b2c1db4
2,Sat,2008-08-23,,Werder Bremen,1–1,Schalke 04,,,Helmut Fleischer,/en/matches/8cb61042/Werder-Bremen-Schalke-04-August-23-2008-Bundesliga,,8cb61042
2,Sun,2008-08-24,,Bochum,2–2,Wolfsburg,,,Michael Kempter,/en/matches/fb2df1fa/Bochum-Wolfsburg-August-24-2008-Bundesliga,,fb2df1fa
2,Sun,2008-08-24,,Köln,1–1,Eint Frankfurt,,,Manuel Gräfe,/en/matches/d79920c6/Koln-Eintracht-Frankfurt-August-24-2008-Bundesliga,,d79920c6
3,Fri,2008-08-29,,Karlsruher,0–2,Köln,,,Florian Meyer,/en/matches/df357f6b/Karlsruher-Koln-August-29-2008-Bundesliga,,df357f6b
3,Sat,2008-08-30,,Arminia,2–4,Hamburger SV,,,Herbert Fandel,/en/matches/7b518b07/Arminia-Hamburger-SV-August-30-2008-Bundesliga,,7b518b07
3,Sat,2008-08-30,,Energie Cottbus,0–1,Dortmund,,,Günter Perl,/en/matches/d2c18837/Energie-Cottbus-Dortmund-August-30-2008-Bundesliga,,d2c18837
3,Sat,2008-08-30,,Leverkusen,5–2,Hoffenheim,,,Felix Brych,/en/matches/84631644/Bayer-Leverkusen-Hoffenheim-August-30-2008-Bundesliga,,84631644
3,Sat,2008-08-30,,M'Gladbach,3–2,Werder Bremen,,,Manuel Gräfe,/en/matches/d9486f97/Monchengladbach-Werder-Bremen-August-30-2008-Bundesliga,,d9486f97
3,Sat,2008-08-30,,Schalke 04,1–0,Bochum,,,Wolfgang Stark,/en/matches/5f9446d3/Schalke-04-Bochum-August-30-2008-Bundesliga,,5f9446d3
3,Sat,2008-08-30,,Wolfsburg,2–2,Eint Frankfurt,,,Marc Seemann,/en/matches/f2e9b0a9/Wolfsburg-Eintracht-Frankfurt-August-30-2008-Bundesliga,,f2e9b0a9
3,Sun,2008-08-31,,Bayern Munich,4–1,Hertha BSC,,,Michael Kempter,/en/matches/ff55c344/Bayern-Munich-Hertha-BSC-August-31-2008-Bundesliga,,ff55c344
3,Sun,2008-08-31,,Stuttgart,2–0,Hannover 96,,,Lutz Wagner,/en/matches/bc3bec53/Stuttgart-Hannover-96-August-31-2008-Bundesliga,,bc3bec53
4,Sat,2008-09-13,,Dortmund,3–3,Schalke 04,,,Lutz Wagner,/en/matches/2e187120/Revierderby-Dortmund-Schalke-04-September-13-2008-Bundesliga,,2e187120
4,Sat,2008-09-13,,Hamburger SV,3–2,Leverkusen,,,Helmut Fleischer,/en/matches/88cd4e6c/Hamburger-SV-Bayer-Leverkusen-September-13-2008-Bundesliga,,88cd4e6c
4,Sat,2008-09-13,,Hertha BSC,2–2,Wolfsburg,,,Wolfgang Stark,/en/matches/e2a475f7/Hertha-BSC-Wolfsburg-September-13-2008-Bundesliga,,e2a475f7
4,Sat,2008-09-13,,Hoffenheim,0–0,Stuttgart,,,Peter Sippel,/en/matches/7c5cb0d3/Hoffenheim-Stuttgart-September-13-2008-Bundesliga,,7c5cb0d3
4,Sat,2008-09-13,,Köln,0–3,Bayern Munich,,,Michael Weiner,/en/matches/0a41370a/Koln-Bayern-Munich-September-13-2008-Bundesliga,,0a41370a
4,Sat,2008-09-13,,Werder Bremen,3–0,Energie Cottbus,,,Herbert Fandel,/en/matches/4be2fd18/Werder-Bremen-Energie-Cottbus-September-13-2008-Bundesliga,,4be2fd18
4,Sun,2008-09-14,,Bochum,2–0,Arminia,,,Peter Gagelmann,/en/matches/aa9771ea/Bochum-Arminia-September-14-2008-Bundesliga,,aa9771ea
4,Sun,2008-09-14,,Hannover 96,5–1,M'Gladbach,,,Markus Schmidt,/en/matches/6d05459d/Hannover-96-Monchengladbach-September-14-2008-Bundesliga,,6d05459d
5,Fri,2008-09-19,,Leverkusen,4–0,Hannover 96,,,Manuel Gräfe,/en/matches/3d8cb0ce/Bayer-Leverkusen-Hannover-96-September-19-2008-Bundesliga,,3d8cb0ce
5,Sat,2008-09-20,,Arminia,2–0,Köln,,,Michael Kempter,/en/matches/a108ce8b/Arminia-Koln-September-20-2008-Bundesliga,,a108ce8b
5,Sat,2008-09-20,,Bayern Munich,2–5,Werder Bremen,,,Thorsten Kinhöfer,/en/matches/7e80eed1/Bayern-Munich-Werder-Bremen-September-20-2008-Bundesliga,,7e80eed1
5,Sat,2008-09-20,,Energie Cottbus,1–1,Bochum,,,Florian Meyer,/en/matches/b7d59d2e/Energie-Cottbus-Bochum-September-20-2008-Bundesliga,,b7d59d2e
5,Sat,2008-09-20,,M'Gladbach,0–1,Hertha BSC,,,Felix Brych,/en/matches/a83b744b/Monchengladbach-Hertha-BSC-September-20-2008-Bundesliga,,a83b744b
5,Sat,2008-09-20,,Schalke 04,1–0,Eint Frankfurt,,,Herbert Fandel,/en/matches/3d378ce5/Schalke-04-Eintracht-Frankfurt-September-20-2008-Bundesliga,,3d378ce5
5,Sun,2008-09-21,,Hoffenheim,4–1,Dortmund,,,Babak Rafati,/en/matches/a3816e94/Hoffenheim-Dortmund-September-21-2008-Bundesliga,,a3816e94
5,Sun,2008-09-21,,Stuttgart,3–1,Karlsruher,,,Peter Gagelmann,/en/matches/a2d6dd80/Stuttgart-Karlsruher-September-21-2008-Bundesliga,,a2d6dd80
5,Sun,2008-09-21,,Wolfsburg,3–0,Hamburger SV,,,Knut Kircher,/en/matches/4eb8e8a8/Wolfsburg-Hamburger-SV-September-21-2008-Bundesliga,,4eb8e8a8
6,Fri,2008-09-26,,Köln,1–0,Schalke 04,,,Florian Meyer,/en/matches/5527f77a/Koln-Schalke-04-September-26-2008-Bundesliga,,5527f77a
6,Sat,2008-09-27,,Bochum,2–3,Leverkusen,,,Jochen Drees,/en/matches/b8bfb2dc/Bochum-Bayer-Leverkusen-September-27-2008-Bundesliga,,b8bfb2dc
6,Sat,2008-09-27,,Dortmund,3–0,Stuttgart,,,Felix Brych,/en/matches/24e183c8/Dortmund-Stuttgart-September-27-2008-Bundesliga,,24e183c8
6,Sat,2008-09-27,,Hamburger SV,1–0,M'Gladbach,,,Michael Weiner,/en/matches/e6c7abcc/Hamburger-SV-Monchengladbach-September-27-2008-Bundesliga,,e6c7abcc
6,Sat,2008-09-27,,Hannover 96,1–0,Bayern Munich,,,Knut Kircher,/en/matches/33c96862/Hannover-96-Bayern-Munich-September-27-2008-Bundesliga,,33c96862
6,Sat,2008-09-27,,Hertha BSC,0–1,Energie Cottbus,,,Deniz Aytekin,/en/matches/596edfa5/Hertha-BSC-Energie-Cottbus-September-27-2008-Bundesliga,,596edfa5
6,Sat,2008-09-27,,Werder Bremen,5–4,Hoffenheim,,,Günter Perl,/en/matches/69d94992/Werder-Bremen-Hoffenheim-September-27-2008-Bundesliga,,69d94992
6,Sun,2008-09-28,,Eint Frankfurt,1–1,Arminia,,,Wolfgang Stark,/en/matches/3bd8fae4/Eintracht-Frankfurt-Arminia-September-28-2008-Bundesliga,,3bd8fae4
6,Sun,2008-09-28,,Karlsruher,2–1,Wolfsburg,,,Peter Sippel,/en/matches/a684abde/Karlsruher-Wolfsburg-September-28-2008-Bundesliga,,a684abde
7,Fri,2008-10-03,,Arminia,1–2,Karlsruher,,,Michael Weiner,/en/matches/bdf7e8c4/Arminia-Karlsruher-October-3-2008-Bundesliga,,bdf7e8c4
7,Sat,2008-10-04,,Bayern Munich,3–3,Bochum,,,Babak Rafati,/en/matches/09fc4e9d/Bayern-Munich-Bochum-October-4-2008-Bundesliga,,09fc4e9d
7,Sat,2008-10-04,,Hoffenheim,2–1,Eint Frankfurt,,,Helmut Fleischer,/en/matches/5231eeb9/Hoffenheim-Eintracht-Frankfurt-October-4-2008-Bundesliga,,5231eeb9
7,Sat,2008-10-04,,Leverkusen,0–1,Hertha BSC,,,Knut Kircher,/en/matches/14e7bf22/Bayer-Leverkusen-Hertha-BSC-October-4-2008-Bundesliga,,14e7bf22
7,Sat,2008-10-04,,M'Gladbach,1–2,Köln,,,Günter Perl,/en/matches/dbfdb530/Monchengladbach-Koln-October-4-2008-Bundesliga,,dbfdb530
7,Sat,2008-10-04,,Stuttgart,4–1,Werder Bremen,,,Herbert Fandel,/en/matches/8347c525/Stuttgart-Werder-Bremen-October-4-2008-Bundesliga,,8347c525
7,Sun,2008-10-05,,Dortmund,1–1,Hannover 96,,,Wolfgang Stark,/en/matches/ef1d22c3/Dortmund-Hannover-96-October-5-2008-Bundesliga,,ef1d22c3
7,Sun,2008-10-05,,Energie Cottbus,1–2,Hamburger SV,,,Markus Schmidt,/en/matches/5a9b1444/Energie-Cottbus-Hamburger-SV-October-5-2008-Bundesliga,,5a9b1444
7,Sun,2008-10-05,,Schalke 04,2–2,Wolfsburg,,,Manuel Gräfe,/en/matches/0996b02b/Schalke-04-Wolfsburg-October-5-2008-Bundesliga,,0996b02b
8,Fri,2008-10-17,,Bochum,2–2,M'Gladbach,,,Helmut Fleischer,/en/matches/cbe78f21/Bochum-Monchengladbach-October-17-2008-Bundesliga,,cbe78f21
8,Sat,2008-10-18,,Eint Frankfurt,0–2,Leverkusen,,,Peter Gagelmann,/en/matches/edea1e4c/Eintracht-Frankfurt-Bayer-Leverkusen-October-18-2008-Bundesliga,,edea1e4c
8,Sat,2008-10-18,,Hannover 96,2–5,Hoffenheim,,,Marc Seemann,/en/matches/3055fcc2/Hannover-96-Hoffenheim-October-18-2008-Bundesliga,,3055fcc2
8,Sat,2008-10-18,,Hertha BSC,2–1,Stuttgart,,,Peter Sippel,/en/matches/51774f77/Hertha-BSC-Stuttgart-October-18-2008-Bundesliga,,51774f77
8,Sat,2008-10-18,,Karlsruher,0–1,Bayern Munich,,,Florian Meyer,/en/matches/8fb907ff/Karlsruher-Bayern-Munich-October-18-2008-Bundesliga,,8fb907ff
8,Sat,2008-10-18,,Köln,1–0,Energie Cottbus,,,Felix Brych,/en/matches/d98d1b94/Koln-Energie-Cottbus-October-18-2008-Bundesliga,,d98d1b94
8,Sat,2008-10-18,,Werder Bremen,3–3,Dortmund,,,Michael Kempter,/en/matches/c6447f2c/Werder-Bremen-Dortmund-October-18-2008-Bundesliga,,c6447f2c
8,Sat,2008-10-18,,Wolfsburg,4–1,Arminia,,,Herbert Fandel,/en/matches/3922fb80/Wolfsburg-Arminia-October-18-2008-Bundesliga,,3922fb80
8,Sun,2008-10-19,,Hamburger SV,1–1,Schalke 04,,,Babak Rafati,/en/matches/97dfecb8/Hamburger-SV-Schalke-04-October-19-2008-Bundesliga,,97dfecb8
4,Wed,2008-10-22,,Eint Frankfurt,2–1,Karlsruher,,,Thorsten Kinhöfer,/en/matches/71deed65/Eintracht-Frankfurt-Karlsruher-October-22-2008-Bundesliga,,71deed65
9,Fri,2008-10-24,,Leverkusen,2–0,Köln,,,Michael Weiner,/en/matches/8af5c203/Bayer-Leverkusen-Koln-October-24-2008-Bundesliga,,8af5c203
9,Sat,2008-10-25,,Bayern Munich,4–2,Wolfsburg,,,Jochen Drees,/en/matches/62488d06/Bayern-Munich-Wolfsburg-October-25-2008-Bundesliga,,62488d06
9,Sat,2008-10-25,,Energie Cottbus,2–3,Eint Frankfurt,,,Knut Kircher,/en/matches/8546f30d/Energie-Cottbus-Eintracht-Frankfurt-October-25-2008-Bundesliga,,8546f30d
9,Sat,2008-10-25,,Hannover 96,1–1,Werder Bremen,,,Thorsten Kinhöfer,/en/matches/42f7e950/Hannover-96-Werder-Bremen-October-25-2008-Bundesliga,,42f7e950
9,Sat,2008-10-25,,M'Gladbach,1–0,Karlsruher,,,Deniz Aytekin,/en/matches/3585937d/Monchengladbach-Karlsruher-October-25-2008-Bundesliga,,3585937d
9,Sat,2008-10-25,,Schalke 04,0–0,Arminia,,,Guido Winkmann,/en/matches/80481f6c/Schalke-04-Arminia-October-25-2008-Bundesliga,,80481f6c
9,Sun,2008-10-26,,Dortmund,1–1,Hertha BSC,,,Florian Meyer,/en/matches/b6a75d7b/Dortmund-Hertha-BSC-October-26-2008-Bundesliga,,b6a75d7b
9,Sun,2008-10-26,,Hoffenheim,3–0,Hamburger SV,,,Wolfgang Stark,/en/matches/715bad6f/Hoffenheim-Hamburger-SV-October-26-2008-Bundesliga,,715bad6f
9,Sun,2008-10-26,,Stuttgart,2–0,Bochum,,,Manuel Gräfe,/en/matches/ce9a650e/Stuttgart-Bochum-October-26-2008-Bundesliga,,ce9a650e
10,Tue,2008-10-28,,Arminia,1–1,Energie Cottbus,,,Babak Rafati,/en/matches/8fec5d8d/Arminia-Energie-Cottbus-October-28-2008-Bundesliga,,8fec5d8d
10,Tue,2008-10-28,,Karlsruher,0–3,Schalke 04,,,Herbert Fandel,/en/matches/416a08f3/Karlsruher-Schalke-04-October-28-2008-Bundesliga,,416a08f3
10,Tue,2008-10-28,,Werder Bremen,0–2,Leverkusen,,,Peter Sippel,/en/matches/e9e5afce/Werder-Bremen-Bayer-Leverkusen-October-28-2008-Bundesliga,,e9e5afce
10,Tue,2008-10-28,,Wolfsburg,3–0,M'Gladbach,,,Michael Kempter,/en/matches/183680cf/Wolfsburg-Monchengladbach-October-28-2008-Bundesliga,,183680cf
10,Wed,2008-10-29,,Bochum,1–3,Hoffenheim,,,Peter Gagelmann,/en/matches/ebd97d9e/Bochum-Hoffenheim-October-29-2008-Bundesliga,,ebd97d9e
10,Wed,2008-10-29,,Eint Frankfurt,1–2,Bayern Munich,,,Manuel Gräfe,/en/matches/a0ab2756/Eintracht-Frankfurt-Bayern-Munich-October-29-2008-Bundesliga,,a0ab2756
10,Wed,2008-10-29,,Hamburger SV,2–0,Stuttgart,,,Günter Perl,/en/matches/96050b50/Hamburger-SV-Stuttgart-October-29-2008-Bundesliga,,96050b50
10,Wed,2008-10-29,,Hertha BSC,3–0,Hannover 96,,,Felix Brych,/en/matches/96c6efd7/Hertha-BSC-Hannover-96-October-29-2008-Bundesliga,,96c6efd7
10,Wed,2008-10-29,,Köln,0–1,Dortmund,,,Helmut Fleischer,/en/matches/82bb2fbc/Koln-Dortmund-October-29-2008-Bundesliga,,82bb2fbc
11,Fri,2008-10-31,,Leverkusen,2–0,Wolfsburg,,,Wolfgang Stark,/en/matches/d16c5678/Bayer-Leverkusen-Wolfsburg-October-31-2008-Bundesliga,,d16c5678
11,Sat,2008-11-01,,Bayern Munich,3–1,Arminia,,,Markus Schmidt,/en/matches/0c39ba60/Bayern-Munich-Arminia-November-1-2008-Bundesliga,,0c39ba60
11,Sat,2008-11-01,,Energie Cottbus,0–2,Schalke 04,,,Michael Weiner,/en/matches/bb8617e9/Energie-Cottbus-Schalke-04-November-1-2008-Bundesliga,,bb8617e9
11,Sat,2008-11-01,,Hannover 96,3–0,Hamburger SV,,,Herbert Fandel,/en/matches/31d19826/Hannover-96-Hamburger-SV-November-1-2008-Bundesliga,,31d19826
11,Sat,2008-11-01,,Hoffenheim,4–1,Karlsruher,,,Felix Brych,/en/matches/19b172e9/Hoffenheim-Karlsruher-November-1-2008-Bundesliga,,19b172e9
11,Sat,2008-11-01,,Stuttgart,1–3,Köln,,,Thorsten Kinhöfer,/en/matches/32f95605/Stuttgart-Koln-November-1-2008-Bundesliga,,32f95605
11,Sat,2008-11-01,,Werder Bremen,5–1,Hertha BSC,,,Marc Seemann,/en/matches/7ac427e9/Werder-Bremen-Hertha-BSC-November-1-2008-Bundesliga,,7ac427e9
11,Sun,2008-11-02,,Dortmund,1–1,Bochum,,,Knut Kircher,/en/matches/f3a76043/Dortmund-Bochum-November-2-2008-Bundesliga,,f3a76043
11,Sun,2008-11-02,,M'Gladbach,1–2,Eint Frankfurt,,,Florian Meyer,/en/matches/a335502f/Monchengladbach-Eintracht-Frankfurt-November-2-2008-Bundesliga,,a335502f
12,Fri,2008-11-07,,Köln,2–1,Hannover 96,,,Peter Sippel,/en/matches/a8870748/Koln-Hannover-96-November-7-2008-Bundesliga,,a8870748
12,Sat,2008-11-08,,Arminia,0–2,M'Gladbach,,,Peter Gagelmann,/en/matches/6f5f1b4e/Arminia-Monchengladbach-November-8-2008-Bundesliga,,6f5f1b4e
12,Sat,2008-11-08,,Bochum,0–0,Werder Bremen,,,Deniz Aytekin,/en/matches/6da01dbb/Bochum-Werder-Bremen-November-8-2008-Bundesliga,,6da01dbb
12,Sat,2008-11-08,,Hamburger SV,2–1,Dortmund,,,Jochen Drees,/en/matches/7e65fd9f/Hamburger-SV-Dortmund-November-8-2008-Bundesliga,,7e65fd9f
12,Sat,2008-11-08,,Karlsruher,3–3,Leverkusen,,,Günter Perl,/en/matches/fae2a150/Karlsruher-Bayer-Leverkusen-November-8-2008-Bundesliga,,fae2a150
12,Sat,2008-11-08,,Wolfsburg,3–0,Energie Cottbus,,,Lutz Wagner,/en/matches/213ccba5/Wolfsburg-Energie-Cottbus-November-8-2008-Bundesliga,,213ccba5
12,Sun,2008-11-09,,Eint Frankfurt,2–2,Stuttgart,,,Babak Rafati,/en/matches/958bc66e/Eintracht-Frankfurt-Stuttgart-November-9-2008-Bundesliga,,958bc66e
12,Sun,2008-11-09,,Hertha BSC,1–0,Hoffenheim,,,Herbert Fandel,/en/matches/65eeb18a/Hertha-BSC-Hoffenheim-November-9-2008-Bundesliga,,65eeb18a
12,Sun,2008-11-09,,Schalke 04,1–2,Bayern Munich,,,Knut Kircher,/en/matches/b6d96c96/Schalke-04-Bayern-Munich-November-9-2008-Bundesliga,,b6d96c96
13,Fri,2008-11-14,,Hannover 96,1–1,Bochum,,,Michael Kempter,/en/matches/f7da3d3c/Hannover-96-Bochum-November-14-2008-Bundesliga,,f7da3d3c
13,Sat,2008-11-15,,Dortmund,4–0,Eint Frankfurt,,,Felix Brych,/en/matches/51541e43/Dortmund-Eintracht-Frankfurt-November-15-2008-Bundesliga,,51541e43
13,Sat,2008-11-15,,Energie Cottbus,1–0,Karlsruher,,,Wolfgang Stark,/en/matches/d3c21bba/Energie-Cottbus-Karlsruher-November-15-2008-Bundesliga,,d3c21bba
13,Sat,2008-11-15,,Hertha BSC,2–1,Hamburger SV,,,Thorsten Kinhöfer,/en/matches/6aef53f8/Hertha-BSC-Hamburger-SV-November-15-2008-Bundesliga,,6aef53f8
13,Sat,2008-11-15,,Hoffenheim,3–2,Wolfsburg,,,Guido Winkmann,/en/matches/ecb9138a/Hoffenheim-Wolfsburg-November-15-2008-Bundesliga,,ecb9138a
13,Sat,2008-11-15,,Leverkusen,2–1,Schalke 04,,,Manuel Gräfe,/en/matches/26e0df0c/Bayer-Leverkusen-Schalke-04-November-15-2008-Bundesliga,,26e0df0c
13,Sat,2008-11-15,,M'Gladbach,2–2,Bayern Munich,,,Michael Weiner,/en/matches/b5e386f9/Monchengladbach-Bayern-Munich-November-15-2008-Bundesliga,,b5e386f9
13,Sat,2008-11-15,,Stuttgart,0–0,Arminia,,,Florian Meyer,/en/matches/39a8544d/Stuttgart-Arminia-November-15-2008-Bundesliga,,39a8544d
13,Sun,2008-11-16,,Werder Bremen,3–1,Köln,,,Markus Schmidt,/en/matches/4bde1d5a/Werder-Bremen-Koln-November-16-2008-Bundesliga,,4bde1d5a
14,Fri,2008-11-21,,Karlsruher,0–1,Dortmund,,,Peter Gagelmann,/en/matches/6e84f539/Karlsruher-Dortmund-November-21-2008-Bundesliga,,6e84f539
14,Sat,2008-11-22,,Arminia,2–1,Leverkusen,,,Marc Seemann,/en/matches/ee533669/Arminia-Bayer-Leverkusen-November-22-2008-Bundesliga,,ee533669
14,Sat,2008-11-22,,Bayern Munich,4–1,Energie Cottbus,,,Michael Kempter,/en/matches/f9cea526/Bayern-Munich-Energie-Cottbus-November-22-2008-Bundesliga,,f9cea526
14,Sat,2008-11-22,,Bochum,2–3,Hertha BSC,,,Michael Weiner,/en/matches/c6f0da6f/Bochum-Hertha-BSC-November-22-2008-Bundesliga,,c6f0da6f
14,Sat,2008-11-22,,Eint Frankfurt,4–0,Hannover 96,,,Günter Perl,/en/matches/8b886231/Eintracht-Frankfurt-Hannover-96-November-22-2008-Bundesliga,,8b886231
14,Sat,2008-11-22,,Köln,1–3,Hoffenheim,,,Deniz Aytekin,/en/matches/588ca7a9/Koln-Hoffenheim-November-22-2008-Bundesliga,,588ca7a9
14,Sat,2008-11-22,,Schalke 04,3–1,M'Gladbach,,,Jochen Drees,/en/matches/bcc0050c/Schalke-04-Monchengladbach-November-22-2008-Bundesliga,,bcc0050c
14,Sat,2008-11-22,,Wolfsburg,4–1,Stuttgart,,,Helmut Fleischer,/en/matches/287176ad/Wolfsburg-Stuttgart-November-22-2008-Bundesliga,,287176ad
14,Sun,2008-11-23,,Hamburger SV,2–1,Werder Bremen,,,Knut Kircher,/en/matches/d39f72fd/Hamburger-SV-Werder-Bremen-November-23-2008-Bundesliga,,d39f72fd
15,Fri,2008-11-28,,Hertha BSC,2–1,Köln,,,Lutz Wagner,/en/matches/51bc0b7f/Hertha-BSC-Koln-November-28-2008-Bundesliga,,51bc0b7f
15,Sat,2008-11-29,,Hannover 96,3–2,Karlsruher,,,Knut Kircher,/en/matches/73b36547/Hannover-96-Karlsruher-November-29-2008-Bundesliga,,73b36547
15,Sat,2008-11-29,,Hoffenheim,3–0,Arminia,,,Michael Weiner,/en/matches/0c7e56f7/Hoffenheim-Arminia-November-29-2008-Bundesliga,,0c7e56f7
15,Sat,2008-11-29,,Leverkusen,0–2,Bayern Munich,,,Herbert Fandel,/en/matches/104327cb/Bayer-Leverkusen-Bayern-Munich-November-29-2008-Bundesliga,,104327cb
15,Sat,2008-11-29,,M'Gladbach,1–3,Energie Cottbus,,,Peter Sippel,/en/matches/a245ec6a/Monchengladbach-Energie-Cottbus-November-29-2008-Bundesliga,,a245ec6a
15,Sat,2008-11-29,,Werder Bremen,5–0,Eint Frankfurt,,,Helmut Fleischer,/en/matches/fcafd5c0/Werder-Bremen-Eintracht-Frankfurt-November-29-2008-Bundesliga,,fcafd5c0
15,Sun,2008-11-30,,Bochum,1–1,Hamburger SV,,,Felix Brych,/en/matches/137e9ef3/Bochum-Hamburger-SV-November-30-2008-Bundesliga,,137e9ef3
15,Sun,2008-11-30,,Dortmund,0–0,Wolfsburg,,,Manuel Gräfe,/en/matches/d1e281f7/Dortmund-Wolfsburg-November-30-2008-Bundesliga,,d1e281f7
15,Sun,2008-11-30,,Stuttgart,2–0,Schalke 04,,,Wolfgang Stark,/en/matches/71ed4c91/Stuttgart-Schalke-04-November-30-2008-Bundesliga,,71ed4c91
16,Fri,2008-12-05,,Bayern Munich,2–1,Hoffenheim,,,Florian Meyer,/en/matches/9fc459f8/Bayern-Munich-Hoffenheim-December-5-2008-Bundesliga,,9fc459f8
16,Sat,2008-12-06,,Arminia,0–0,Dortmund,,,Günter Perl,/en/matches/85cc03a8/Arminia-Dortmund-December-6-2008-Bundesliga,,85cc03a8
16,Sat,2008-12-06,,Eint Frankfurt,4–0,Bochum,,,Markus Schmidt,/en/matches/7c10c595/Eintracht-Frankfurt-Bochum-December-6-2008-Bundesliga,,7c10c595
16,Sat,2008-12-06,,Energie Cottbus,0–3,Stuttgart,,,Jochen Drees,/en/matches/8bae072c/Energie-Cottbus-Stuttgart-December-6-2008-Bundesliga,,8bae072c
16,Sat,2008-12-06,,Karlsruher,1–0,Werder Bremen,,,Guido Winkmann,/en/matches/5d61c85d/Karlsruher-Werder-Bremen-December-6-2008-Bundesliga,,5d61c85d
16,Sat,2008-12-06,,M'Gladbach,1–3,Leverkusen,,,Wolfgang Stark,/en/matches/5ff0927e/Monchengladbach-Bayer-Leverkusen-December-6-2008-Bundesliga,,5ff0927e
16,Sat,2008-12-06,,Schalke 04,1–0,Hertha BSC,,,Michael Kempter,/en/matches/9b89c109/Schalke-04-Hertha-BSC-December-6-2008-Bundesliga,,9b89c109
16,Sun,2008-12-07,,Köln,1–2,Hamburger SV,,,Manuel Gräfe,/en/matches/67211aeb/Koln-Hamburger-SV-December-7-2008-Bundesliga,,67211aeb
16,Sun,2008-12-07,,Wolfsburg,2–1,Hannover 96,,,Thorsten Kinhöfer,/en/matches/1384d9d6/Wolfsburg-Hannover-96-December-7-2008-Bundesliga,,1384d9d6
17,Fri,2008-12-12,,Dortmund,2–1,M'Gladbach,,,Knut Kircher,/en/matches/994b03d9/Dortmund-Monchengladbach-December-12-2008-Bundesliga,,994b03d9
17,Sat,2008-12-13,,Bochum,1–2,Köln,,,Jochen Drees,/en/matches/0daa4145/Bochum-Koln-December-13-2008-Bundesliga,,0daa4145
17,Sat,2008-12-13,,Hamburger SV,1–0,Eint Frankfurt,,,Marc Seemann,/en/matches/008ac1e5/Hamburger-SV-Eintracht-Frankfurt-December-13-2008-Bundesliga,,008ac1e5
17,Sat,2008-12-13,,Hannover 96,1–1,Arminia,,,Helmut Fleischer,/en/matches/aecf879d/Hannover-96-Arminia-December-13-2008-Bundesliga,,aecf879d
