week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
1,Fri,1989-07-28,,Kaiserslautern,2–1,Gladbach,,,Eugen Strigel,/en/matches/1afe3f38/Kaiserslautern-Monchengladbach-July-28-1989-Bundesliga,,1afe3f38
1,Fri,1989-07-28,,Uerdingen,3–0,Homburg,,,Wolf-Rüdiger Umbach,/en/matches/1dbb4729/Uerdingen-Homburg-July-28-1989-Bundesliga,,1dbb4729
1,Sat,1989-07-29,,Bayern Munich,3–2,Nürnberg,,,Gerhard Theobald,/en/matches/7c1947f3/Bayern-Munich-Nurnberg-July-29-1989-Bundesliga,,7c1947f3
1,Sat,1989-07-29,,Bochum,0–1,Köln,,,Aron Schmidhuber,/en/matches/24f35a7d/Bochum-Koln-July-29-1989-Bundesliga,,24f35a7d
1,Sat,1989-07-29,,Düsseldorf,1–1,Hamburger SV,,,Hans Fux,/en/matches/216d4026/Dusseldorf-Hamburger-SV-July-29-1989-Bundesliga,,216d4026
1,Sat,1989-07-29,,Eint Frankfurt,3–1,Mannheim,,,Bodo Kriegelstein,/en/matches/44faa1f8/Eintracht-Frankfurt-Mannheim-July-29-1989-Bundesliga,,44faa1f8
1,Sat,1989-07-29,,Leverkusen,1–0,Dortmund,,,Dieter Pauly,/en/matches/7aea59b0/Bayer-Leverkusen-Dortmund-July-29-1989-Bundesliga,,7aea59b0
1,Sat,1989-07-29,,St Pauli,0–0,Werder Bremen,,,Karl-Josef Assenmacher,/en/matches/ecd0da28/St-Pauli-Werder-Bremen-July-29-1989-Bundesliga,,ecd0da28
1,Sat,1989-07-29,,Stuttgart,2–0,Karlsruher,,,Lothar Löwer,/en/matches/ece1cb71/Stuttgart-Karlsruher-July-29-1989-Bundesliga,,ece1cb71
2,Fri,1989-08-04,,Dortmund,3–1,St Pauli,,,Edgar Steinborn,/en/matches/a7fbaeaf/Dortmund-St-Pauli-August-4-1989-Bundesliga,,a7fbaeaf
2,Fri,1989-08-04,,Hamburger SV,1–1,Eint Frankfurt,,,Hans-Jürgen Weber,/en/matches/3ac0d07e/Hamburger-SV-Eintracht-Frankfurt-August-4-1989-Bundesliga,,3ac0d07e
2,Sat,1989-08-05,,Gladbach,0–0,Bayern Munich,,,Hans-Joachim Osmers,/en/matches/8cdbb3aa/Monchengladbach-Bayern-Munich-August-5-1989-Bundesliga,,8cdbb3aa
2,Sat,1989-08-05,,Homburg,2–2,Kaiserslautern,,,Karl-Heinz Tritschler,/en/matches/78dde68d/Homburg-Kaiserslautern-August-5-1989-Bundesliga,,78dde68d
2,Sat,1989-08-05,,Karlsruher,0–0,Uerdingen,,,Wolf-Günter Wiesel,/en/matches/b0206460/Karlsruher-Uerdingen-August-5-1989-Bundesliga,,b0206460
