round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
Regular season,14,Sat,2016-12-10,18:30,Hertha BSC,0–1,Werder Bremen,51337,Olympiastadion Berlin,Harm Osmers,/en/matches/c496a104/Hertha-BSC-Werder-Bremen-December-10-2016-Bundesliga,,c496a104
Regular season,14,Sat,2016-12-10,15:30,Ingolstadt 04,1–0,RB Leipzig,15200,Audi-Sportpark,Markus Schmidt,/en/matches/905a3856/Ingolstadt-04-RB-Leipzig-December-10-2016-Bundesliga,,905a3856
Regular season,14,Sat,2016-12-10,15:30,Köln,1–1,Dortmund,50000,RheinEnergieSTADION,Felix Zwayer,/en/matches/cc1c2327/Koln-Dortmund-December-10-2016-Bundesliga,,cc1c2327
Regular season,14,Sun,2016-12-11,15:30,M'Gladbach,1–0,Mainz 05,48037,Stadion im Borussia-Park,Robert Hartmann,/en/matches/5326ad05/Monchengladbach-Mainz-05-December-11-2016-Bundesliga,,5326ad05
Regular season,14,Sun,2016-12-11,17:30,Schalke 04,0–1,Leverkusen,60821,Veltins-Arena,Deniz Aytekin,/en/matches/c0687e47/Schalke-04-Bayer-Leverkusen-December-11-2016-Bundesliga,,c0687e47
Regular season,15,Fri,2016-12-16,20:30,Hoffenheim,2–2,Dortmund,30150,Wirsol Rhein-Neckar-Arena,Benjamin Brand,/en/matches/626f2829/Hoffenheim-Dortmund-December-16-2016-Bundesliga,,626f2829
Regular season,15,Sat,2016-12-17,15:30,Augsburg,1–0,M'Gladbach,28653,WWK Arena,Tobias Stieler,/en/matches/4c010a5c/Augsburg-Monchengladbach-December-17-2016-Bundesliga,,4c010a5c
Regular season,15,Sat,2016-12-17,15:30,Mainz 05,3–1,Hamburger SV,30179,Opel Arena,Deniz Aytekin,/en/matches/13ceac11/Mainz-05-Hamburger-SV-December-17-2016-Bundesliga,,13ceac11
Regular season,15,Sat,2016-12-17,15:30,RB Leipzig,2–0,Hertha BSC,42558,Red Bull Arena,Marco Fritz,/en/matches/d15dfa36/RB-Leipzig-Hertha-BSC-December-17-2016-Bundesliga,,d15dfa36
Regular season,15,Sat,2016-12-17,15:30,Schalke 04,1–1,Freiburg,60445,Veltins-Arena,Manuel Gräfe,/en/matches/668e2b38/Schalke-04-Freiburg-December-17-2016-Bundesliga,,668e2b38
Regular season,15,Sat,2016-12-17,15:30,Werder Bremen,1–1,Köln,42100,Weserstadion,Wolfgang Stark,/en/matches/ce0b9a98/Werder-Bremen-Koln-December-17-2016-Bundesliga,,ce0b9a98
Regular season,15,Sat,2016-12-17,18:30,Wolfsburg,1–0,Eint Frankfurt,26967,Volkswagen Arena,Felix Brych,/en/matches/7e13d0f3/Wolfsburg-Eintracht-Frankfurt-December-17-2016-Bundesliga,,7e13d0f3
Regular season,15,Sun,2016-12-18,15:30,Darmstadt 98,0–1,Bayern Munich,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Bastian Dankert,/en/matches/036e4506/Darmstadt-98-Bayern-Munich-December-18-2016-Bundesliga,,036e4506
Regular season,15,Sun,2016-12-18,17:30,Leverkusen,1–2,Ingolstadt 04,25075,BayArena,Frank Willenborg,/en/matches/68487d00/Bayer-Leverkusen-Ingolstadt-04-December-18-2016-Bundesliga,,68487d00
Regular season,16,Tue,2016-12-20,20:00,Dortmund,1–1,Augsburg,81360,Signal Iduna Park,Guido Winkmann,/en/matches/f0a1ac17/Dortmund-Augsburg-December-20-2016-Bundesliga,,f0a1ac17
Regular season,16,Tue,2016-12-20,20:00,Eint Frankfurt,3–0,Mainz 05,48500,Commerzbank-Arena,Günter Perl,/en/matches/31cf167b/Eintracht-Frankfurt-Mainz-05-December-20-2016-Bundesliga,,31cf167b
Regular season,16,Tue,2016-12-20,20:00,Hamburger SV,2–1,Schalke 04,49789,Volksparkstadion,Jochen Drees,/en/matches/e19ede9c/Hamburger-SV-Schalke-04-December-20-2016-Bundesliga,,e19ede9c
Regular season,16,Tue,2016-12-20,20:00,M'Gladbach,1–2,Wolfsburg,47067,Stadion im Borussia-Park,Robert Kampka,/en/matches/2b405b74/Monchengladbach-Wolfsburg-December-20-2016-Bundesliga,,2b405b74
Regular season,16,Wed,2016-12-21,20:00,Bayern Munich,3–0,RB Leipzig,75000,Allianz Arena,Felix Zwayer,/en/matches/4d8caa68/Bayern-Munich-RB-Leipzig-December-21-2016-Bundesliga,,4d8caa68
Regular season,16,Wed,2016-12-21,20:00,Hertha BSC,2–0,Darmstadt 98,31912,Olympiastadion Berlin,Robert Hartmann,/en/matches/fa0f466e/Hertha-BSC-Darmstadt-98-December-21-2016-Bundesliga,,fa0f466e
Regular season,16,Wed,2016-12-21,20:00,Hoffenheim,1–1,Werder Bremen,29076,Wirsol Rhein-Neckar-Arena,Benjamin Cortus,/en/matches/84650c58/Hoffenheim-Werder-Bremen-December-21-2016-Bundesliga,,84650c58
Regular season,16,Wed,2016-12-21,20:00,Ingolstadt 04,1–2,Freiburg,13904,Audi-Sportpark,Sascha Stegemann,/en/matches/dc8faab7/Ingolstadt-04-Freiburg-December-21-2016-Bundesliga,,dc8faab7
Regular season,16,Wed,2016-12-21,20:00,Köln,1–1,Leverkusen,50000,RheinEnergieSTADION,Manuel Gräfe,/en/matches/747a5455/Koln-Bayer-Leverkusen-December-21-2016-Bundesliga,,747a5455
Regular season,17,Fri,2017-01-20,20:30,Freiburg,1–2,Bayern Munich,24000,Schwarzwald-Stadion,Manuel Gräfe,/en/matches/d6ebdc3b/Freiburg-Bayern-Munich-January-20-2017-Bundesliga,,d6ebdc3b
Regular season,17,Sat,2017-01-21,15:30,Augsburg,0–2,Hoffenheim,24515,WWK Arena,Markus Schmidt,/en/matches/bb32ad7a/Augsburg-Hoffenheim-January-21-2017-Bundesliga,,bb32ad7a
Regular season,17,Sat,2017-01-21,15:30,Darmstadt 98,0–0,M'Gladbach,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Marco Fritz,/en/matches/891e22c7/Darmstadt-98-Monchengladbach-January-21-2017-Bundesliga,,891e22c7
Regular season,17,Sat,2017-01-21,18:30,RB Leipzig,3–0,Eint Frankfurt,42558,Red Bull Arena,Deniz Aytekin,/en/matches/a3cea59e/RB-Leipzig-Eintracht-Frankfurt-January-21-2017-Bundesliga,,a3cea59e
Regular season,17,Sat,2017-01-21,15:30,Schalke 04,1–0,Ingolstadt 04,58004,Veltins-Arena,Harm Osmers,/en/matches/45088ae6/Schalke-04-Ingolstadt-04-January-21-2017-Bundesliga,,45088ae6
Regular season,17,Sat,2017-01-21,15:30,Werder Bremen,1–2,Dortmund,42100,Weserstadion,Daniel Siebert,/en/matches/63e9fc4f/Werder-Bremen-Dortmund-January-21-2017-Bundesliga,,63e9fc4f
Regular season,17,Sat,2017-01-21,15:30,Wolfsburg,1–0,Hamburger SV,30000,Volkswagen Arena,Felix Zwayer,/en/matches/8b321b01/Wolfsburg-Hamburger-SV-January-21-2017-Bundesliga,,8b321b01
Regular season,17,Sun,2017-01-22,15:30,Leverkusen,3–1,Hertha BSC,26904,BayArena,Tobias Stieler,/en/matches/9f5ceee4/Bayer-Leverkusen-Hertha-BSC-January-22-2017-Bundesliga,,9f5ceee4
Regular season,17,Sun,2017-01-22,17:30,Mainz 05,0–0,Köln,29314,Opel Arena,Felix Brych,/en/matches/a62759e7/Mainz-05-Koln-January-22-2017-Bundesliga,,a62759e7
Regular season,18,Fri,2017-01-27,20:30,Schalke 04,0–1,Eint Frankfurt,60885,Veltins-Arena,Robert Hartmann,/en/matches/4f569f0c/Schalke-04-Eintracht-Frankfurt-January-27-2017-Bundesliga,,4f569f0c
Regular season,18,Sat,2017-01-28,15:30,Darmstadt 98,1–6,Köln,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Robert Kampka,/en/matches/25b7834e/Darmstadt-98-Koln-January-28-2017-Bundesliga,,25b7834e
Regular season,18,Sat,2017-01-28,15:30,Ingolstadt 04,3–1,Hamburger SV,14549,Audi-Sportpark,Markus Schmidt,/en/matches/a13ee157/Ingolstadt-04-Hamburger-SV-January-28-2017-Bundesliga,,a13ee157
Regular season,18,Sat,2017-01-28,18:30,Leverkusen,2–3,M'Gladbach,28869,BayArena,Deniz Aytekin,/en/matches/814e0acd/Bayer-Leverkusen-Monchengladbach-January-28-2017-Bundesliga,,814e0acd
Regular season,18,Sat,2017-01-28,15:30,RB Leipzig,2–1,Hoffenheim,39633,Red Bull Arena,Wolfgang Stark,/en/matches/81fcdf65/RB-Leipzig-Hoffenheim-January-28-2017-Bundesliga,,81fcdf65
Regular season,18,Sat,2017-01-28,15:30,Werder Bremen,1–2,Bayern Munich,42100,Weserstadion,Sascha Stegemann,/en/matches/6aade18d/Werder-Bremen-Bayern-Munich-January-28-2017-Bundesliga,,6aade18d
Regular season,18,Sat,2017-01-28,15:30,Wolfsburg,1–2,Augsburg,24811,Volkswagen Arena,Bastian Dankert,/en/matches/e8abc273/Wolfsburg-Augsburg-January-28-2017-Bundesliga,,e8abc273
Regular season,18,Sun,2017-01-29,15:30,Freiburg,2–1,Hertha BSC,23800,Schwarzwald-Stadion,Günter Perl,/en/matches/81c51b2d/Freiburg-Hertha-BSC-January-29-2017-Bundesliga,,81c51b2d
Regular season,18,Sun,2017-01-29,17:30,Mainz 05,1–1,Dortmund,34000,Opel Arena,Felix Zwayer,/en/matches/1dcb10bd/Mainz-05-Dortmund-January-29-2017-Bundesliga,,1dcb10bd
Regular season,19,Fri,2017-02-03,20:30,Hamburger SV,1–0,Leverkusen,45653,Volksparkstadion,Jochen Drees,/en/matches/afd96528/Hamburger-SV-Bayer-Leverkusen-February-3-2017-Bundesliga,,afd96528
Regular season,19,Sat,2017-02-04,15:30,Bayern Munich,1–1,Schalke 04,75000,Allianz Arena,Marco Fritz,/en/matches/3b8d47c7/Bayern-Munich-Schalke-04-February-4-2017-Bundesliga,,3b8d47c7
Regular season,19,Sat,2017-02-04,18:30,Dortmund,1–0,RB Leipzig,81360,Signal Iduna Park,Tobias Stieler,/en/matches/b1c3f3bb/Dortmund-RB-Leipzig-February-4-2017-Bundesliga,,b1c3f3bb
Regular season,19,Sat,2017-02-04,15:30,Hertha BSC,1–0,Ingolstadt 04,33425,Olympiastadion Berlin,Frank Willenborg,/en/matches/e57c5d86/Hertha-BSC-Ingolstadt-04-February-4-2017-Bundesliga,,e57c5d86
Regular season,19,Sat,2017-02-04,15:30,Hoffenheim,4–0,Mainz 05,26078,Wirsol Rhein-Neckar-Arena,Guido Winkmann,/en/matches/91265803/Hoffenheim-Mainz-05-February-4-2017-Bundesliga,,91265803
Regular season,19,Sat,2017-02-04,15:30,Köln,1–0,Wolfsburg,49400,RheinEnergieSTADION,Patrick Ittrich,/en/matches/0fa95e7c/Koln-Wolfsburg-February-4-2017-Bundesliga,,0fa95e7c
Regular season,19,Sat,2017-02-04,15:30,M'Gladbach,3–0,Freiburg,47194,Stadion im Borussia-Park,Felix Brych,/en/matches/ee086cf6/Monchengladbach-Freiburg-February-4-2017-Bundesliga,,ee086cf6
Regular season,19,Sun,2017-02-05,15:30,Augsburg,3–2,Werder Bremen,26812,WWK Arena,Christian Dingert,/en/matches/83966819/Augsburg-Werder-Bremen-February-5-2017-Bundesliga,,83966819
Regular season,19,Sun,2017-02-05,17:30,Eint Frankfurt,2–0,Darmstadt 98,51000,Commerzbank-Arena,Manuel Gräfe,/en/matches/b8b11304/Eintracht-Frankfurt-Darmstadt-98-February-5-2017-Bundesliga,,b8b11304
Regular season,20,Fri,2017-02-10,20:30,Mainz 05,2–0,Augsburg,23371,Opel Arena,Manuel Gräfe,/en/matches/3d669550/Mainz-05-Augsburg-February-10-2017-Bundesliga,,3d669550
Regular season,20,Sat,2017-02-11,15:30,Darmstadt 98,2–1,Dortmund,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Wolfgang Stark,/en/matches/01b4cbfe/Darmstadt-98-Dortmund-February-11-2017-Bundesliga,,01b4cbfe
Regular season,20,Sat,2017-02-11,15:30,Ingolstadt 04,0–2,Bayern Munich,15200,Audi-Sportpark,Felix Zwayer,/en/matches/569b37bd/Ingolstadt-04-Bayern-Munich-February-11-2017-Bundesliga,,569b37bd
Regular season,20,Sat,2017-02-11,15:30,Leverkusen,3–0,Eint Frankfurt,28882,BayArena,Benjamin Cortus,/en/matches/60b30ee7/Bayer-Leverkusen-Eintracht-Frankfurt-February-11-2017-Bundesliga,,60b30ee7
Regular season,20,Sat,2017-02-11,15:30,RB Leipzig,0–3,Hamburger SV,42558,Red Bull Arena,Sascha Stegemann,/en/matches/8ed7c71a/RB-Leipzig-Hamburger-SV-February-11-2017-Bundesliga,,8ed7c71a
Regular season,20,Sat,2017-02-11,18:30,Schalke 04,2–0,Hertha BSC,61981,Veltins-Arena,Markus Schmidt,/en/matches/0cad863e/Schalke-04-Hertha-BSC-February-11-2017-Bundesliga,,0cad863e
Regular season,20,Sat,2017-02-11,15:30,Werder Bremen,0–1,M'Gladbach,42100,Weserstadion,Benjamin Brand,/en/matches/ab3d919d/Werder-Bremen-Monchengladbach-February-11-2017-Bundesliga,,ab3d919d
Regular season,20,Sun,2017-02-12,17:30,Freiburg,2–1,Köln,24000,Schwarzwald-Stadion,Robert Hartmann,/en/matches/f3779f90/Freiburg-Koln-February-12-2017-Bundesliga,,f3779f90
Regular season,20,Sun,2017-02-12,15:30,Wolfsburg,2–1,Hoffenheim,23148,Volkswagen Arena,Daniel Siebert,/en/matches/f5ce51dc/Wolfsburg-Hoffenheim-February-12-2017-Bundesliga,,f5ce51dc
Regular season,21,Fri,2017-02-17,20:30,Augsburg,1–3,Leverkusen,25010,WWK Arena,Harm Osmers,/en/matches/5f1b87c4/Augsburg-Bayer-Leverkusen-February-17-2017-Bundesliga,,5f1b87c4
Regular season,21,Sat,2017-02-18,15:30,Dortmund,3–0,Wolfsburg,56906,Signal Iduna Park,Günter Perl,/en/matches/0fc0c6ce/Dortmund-Wolfsburg-February-18-2017-Bundesliga,,0fc0c6ce
Regular season,21,Sat,2017-02-18,15:30,Eint Frankfurt,0–2,Ingolstadt 04,46300,Commerzbank-Arena,Guido Winkmann,/en/matches/55b74416/Eintracht-Frankfurt-Ingolstadt-04-February-18-2017-Bundesliga,,55b74416
Regular season,21,Sat,2017-02-18,18:30,Hamburger SV,2–2,Freiburg,49405,Volksparkstadion,Christian Dingert,/en/matches/98e38996/Hamburger-SV-Freiburg-February-18-2017-Bundesliga,,98e38996
Regular season,21,Sat,2017-02-18,15:30,Hertha BSC,1–1,Bayern Munich,74667,Olympiastadion Berlin,Patrick Ittrich,/en/matches/d5d973d9/Hertha-BSC-Bayern-Munich-February-18-2017-Bundesliga,,d5d973d9
Regular season,21,Sat,2017-02-18,15:30,Hoffenheim,2–0,Darmstadt 98,29013,Wirsol Rhein-Neckar-Arena,Felix Brych,/en/matches/9665124e/Hoffenheim-Darmstadt-98-February-18-2017-Bundesliga,,9665124e
Regular season,21,Sat,2017-02-18,15:30,Mainz 05,0–2,Werder Bremen,27281,Opel Arena,Deniz Aytekin,/en/matches/53bbffe8/Mainz-05-Werder-Bremen-February-18-2017-Bundesliga,,53bbffe8
Regular season,21,Sun,2017-02-19,17:30,Köln,1–1,Schalke 04,50000,RheinEnergieSTADION,Tobias Stieler,/en/matches/f9ebeda9/Koln-Schalke-04-February-19-2017-Bundesliga,,f9ebeda9
Regular season,21,Sun,2017-02-19,15:30,M'Gladbach,1–2,RB Leipzig,51535,Stadion im Borussia-Park,Felix Zwayer,/en/matches/0154f772/Monchengladbach-RB-Leipzig-February-19-2017-Bundesliga,,0154f772
Regular season,22,Fri,2017-02-24,20:30,Wolfsburg,1–2,Werder Bremen,30000,Volkswagen Arena,Wolfgang Stark,/en/matches/5e35b1b3/Wolfsburg-Werder-Bremen-February-24-2017-Bundesliga,,5e35b1b3
Regular season,22,Sat,2017-02-25,15:30,Bayern Munich,8–0,Hamburger SV,75000,Allianz Arena,Bastian Dankert,/en/matches/caa1b6d4/Bayern-Munich-Hamburger-SV-February-25-2017-Bundesliga,,caa1b6d4
Regular season,22,Sat,2017-02-25,15:30,Darmstadt 98,1–2,Augsburg,16200,Jonathan-Heimes-Stadion am Böllenfalltor,Jochen Drees,/en/matches/0ffd7c10/Darmstadt-98-Augsburg-February-25-2017-Bundesliga,,0ffd7c10
Regular season,22,Sat,2017-02-25,15:30,Freiburg,0–3,Dortmund,24000,Schwarzwald-Stadion,Daniel Siebert,/en/matches/c60848fe/Freiburg-Dortmund-February-25-2017-Bundesliga,,c60848fe
Regular season,22,Sat,2017-02-25,18:30,Hertha BSC,2–0,Eint Frankfurt,43323,Olympiastadion Berlin,Sascha Stegemann,/en/matches/8c2dbfa7/Hertha-BSC-Eintracht-Frankfurt-February-25-2017-Bundesliga,,8c2dbfa7
Regular season,22,Sat,2017-02-25,15:30,Leverkusen,0–2,Mainz 05,27086,BayArena,Benjamin Brand,/en/matches/c19c6a20/Bayer-Leverkusen-Mainz-05-February-25-2017-Bundesliga,,c19c6a20
Regular season,22,Sat,2017-02-25,15:30,RB Leipzig,3–1,Köln,39335,Red Bull Arena,Marco Fritz,/en/matches/42bb2bcc/RB-Leipzig-Koln-February-25-2017-Bundesliga,,42bb2bcc
Regular season,22,Sun,2017-02-26,15:30,Ingolstadt 04,0–2,M'Gladbach,15200,Audi-Sportpark,Christian Dingert,/en/matches/a8b07b03/Ingolstadt-04-Monchengladbach-February-26-2017-Bundesliga,,a8b07b03
Regular season,22,Sun,2017-02-26,17:30,Schalke 04,1–1,Hoffenheim,58839,Veltins-Arena,Deniz Aytekin,/en/matches/57dd644b/Schalke-04-Hoffenheim-February-26-2017-Bundesliga,,57dd644b
Regular season,23,Fri,2017-03-03,20:30,Augsburg,2–2,RB Leipzig,28314,WWK Arena,Patrick Ittrich,/en/matches/9f87207d/Augsburg-RB-Leipzig-March-3-2017-Bundesliga,,9f87207d
Regular season,23,Sat,2017-03-04,15:30,Dortmund,6–2,Leverkusen,79100,Signal Iduna Park,Christian Dingert,/en/matches/84fe3ef9/Dortmund-Bayer-Leverkusen-March-4-2017-Bundesliga,,84fe3ef9
Regular season,23,Sat,2017-03-04,15:30,Hoffenheim,5–2,Ingolstadt 04,23028,Wirsol Rhein-Neckar-Arena,Bastian Dankert,/en/matches/e13064bd/Hoffenheim-Ingolstadt-04-March-4-2017-Bundesliga,,e13064bd
Regular season,23,Sat,2017-03-04,15:30,Köln,0–3,Bayern Munich,50000,RheinEnergieSTADION,Jochen Drees,/en/matches/a38b1411/Koln-Bayern-Munich-March-4-2017-Bundesliga,,a38b1411
Regular season,23,Sat,2017-03-04,18:30,M'Gladbach,4–2,Schalke 04,54014,Stadion im Borussia-Park,Manuel Gräfe,/en/matches/3e36efb9/Monchengladbach-Schalke-04-March-4-2017-Bundesliga,,3e36efb9
Regular season,23,Sat,2017-03-04,15:30,Mainz 05,1–1,Wolfsburg,27238,Opel Arena,Benjamin Cortus,/en/matches/9379c167/Mainz-05-Wolfsburg-March-4-2017-Bundesliga,,9379c167
Regular season,23,Sat,2017-03-04,15:30,Werder Bremen,2–0,Darmstadt 98,41000,Weserstadion,Guido Winkmann,/en/matches/3058d105/Werder-Bremen-Darmstadt-98-March-4-2017-Bundesliga,,3058d105
Regular season,23,Sun,2017-03-05,15:30,Eint Frankfurt,1–2,Freiburg,51500,Commerzbank-Arena,Günter Perl,/en/matches/4759bbad/Eintracht-Frankfurt-Freiburg-March-5-2017-Bundesliga,,4759bbad
Regular season,23,Sun,2017-03-05,17:30,Hamburger SV,1–0,Hertha BSC,44445,Volksparkstadion,Felix Brych,/en/matches/791ecb71/Hamburger-SV-Hertha-BSC-March-5-2017-Bundesliga,,791ecb71
Regular season,24,Fri,2017-03-10,20:30,Leverkusen,1–1,Werder Bremen,30210,BayArena,Tobias Stieler,/en/matches/007e4fb1/Bayer-Leverkusen-Werder-Bremen-March-10-2017-Bundesliga,,007e4fb1
Regular season,24,Sat,2017-03-11,15:30,Bayern Munich,3–0,Eint Frankfurt,75000,Allianz Arena,Markus Schmidt,/en/matches/8ac1e4df/Bayern-Munich-Eintracht-Frankfurt-March-11-2017-Bundesliga,,8ac1e4df
Regular season,24,Sat,2017-03-11,15:30,Darmstadt 98,2–1,Mainz 05,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Frank Willenborg,/en/matches/ea167b83/Darmstadt-98-Mainz-05-March-11-2017-Bundesliga,,ea167b83
Regular season,24,Sat,2017-03-11,15:30,Freiburg,1–1,Hoffenheim,24000,Schwarzwald-Stadion,Wolfgang Stark,/en/matches/07e90cf7/Freiburg-Hoffenheim-March-11-2017-Bundesliga,,07e90cf7
Regular season,24,Sat,2017-03-11,15:30,Hertha BSC,2–1,Dortmund,74667,Olympiastadion Berlin,Robert Hartmann,/en/matches/4dcce6fb/Hertha-BSC-Dortmund-March-11-2017-Bundesliga,,4dcce6fb
Regular season,24,Sat,2017-03-11,18:30,Ingolstadt 04,2–2,Köln,15200,Audi-Sportpark,Felix Zwayer,/en/matches/00eeb332/Ingolstadt-04-Koln-March-11-2017-Bundesliga,,00eeb332
Regular season,24,Sat,2017-03-11,15:30,RB Leipzig,0–1,Wolfsburg,42558,Red Bull Arena,Benjamin Brand,/en/matches/31382611/RB-Leipzig-Wolfsburg-March-11-2017-Bundesliga,,31382611
Regular season,24,Sun,2017-03-12,17:30,Hamburger SV,2–1,M'Gladbach,52501,Volksparkstadion,Deniz Aytekin,/en/matches/33e6eec8/Hamburger-SV-Monchengladbach-March-12-2017-Bundesliga,,33e6eec8
Regular season,24,Sun,2017-03-12,15:30,Schalke 04,3–0,Augsburg,59481,Veltins-Arena,Robert Kampka,/en/matches/ca8abe17/Schalke-04-Augsburg-March-12-2017-Bundesliga,,ca8abe17
Regular season,25,Fri,2017-03-17,20:30,Dortmund,1–0,Ingolstadt 04,81360,Signal Iduna Park,Daniel Siebert,/en/matches/4b78d726/Dortmund-Ingolstadt-04-March-17-2017-Bundesliga,,4b78d726
Regular season,25,Sat,2017-03-18,15:30,Augsburg,1–1,Freiburg,28843,WWK Arena,Sascha Stegemann,/en/matches/ad0e96b2/Augsburg-Freiburg-March-18-2017-Bundesliga,,ad0e96b2
Regular season,25,Sat,2017-03-18,18:30,Eint Frankfurt,0–0,Hamburger SV,51500,Commerzbank-Arena,Benjamin Cortus,/en/matches/ec88769b/Eintracht-Frankfurt-Hamburger-SV-March-18-2017-Bundesliga,,ec88769b
Regular season,25,Sat,2017-03-18,15:30,Hoffenheim,1–0,Leverkusen,28117,Wirsol Rhein-Neckar-Arena,Manuel Gräfe,/en/matches/7c733307/Hoffenheim-Bayer-Leverkusen-March-18-2017-Bundesliga,,7c733307
Regular season,25,Sat,2017-03-18,15:30,Köln,4–2,Hertha BSC,49500,RheinEnergieSTADION,Marco Fritz,/en/matches/a8bc3982/Koln-Hertha-BSC-March-18-2017-Bundesliga,,a8bc3982
Regular season,25,Sat,2017-03-18,15:30,Werder Bremen,3–0,RB Leipzig,41384,Weserstadion,Christian Dingert,/en/matches/5d3522b4/Werder-Bremen-RB-Leipzig-March-18-2017-Bundesliga,,5d3522b4
Regular season,25,Sat,2017-03-18,15:30,Wolfsburg,1–0,Darmstadt 98,28104,Volkswagen Arena,Felix Brych,/en/matches/4f90c8ec/Wolfsburg-Darmstadt-98-March-18-2017-Bundesliga,,4f90c8ec
Regular season,25,Sun,2017-03-19,17:30,M'Gladbach,0–1,Bayern Munich,54014,Stadion im Borussia-Park,Tobias Stieler,/en/matches/50d78563/Monchengladbach-Bayern-Munich-March-19-2017-Bundesliga,,50d78563
Regular season,25,Sun,2017-03-19,15:30,Mainz 05,0–1,Schalke 04,30847,Opel Arena,Wolfgang Stark,/en/matches/2bad4ab3/Mainz-05-Schalke-04-March-19-2017-Bundesliga,,2bad4ab3
Regular season,26,Fri,2017-03-31,20:30,Hertha BSC,1–3,Hoffenheim,42401,Olympiastadion Berlin,Benjamin Brand,/en/matches/c4357969/Hertha-BSC-Hoffenheim-March-31-2017-Bundesliga,,c4357969
Regular season,26,Sat,2017-04-01,15:30,Bayern Munich,6–0,Augsburg,75000,Allianz Arena,Christian Dingert,/en/matches/42d4b021/Bayern-Munich-Augsburg-April-1-2017-Bundesliga,,42d4b021
Regular season,26,Sat,2017-04-01,18:30,Eint Frankfurt,0–0,M'Gladbach,51500,Commerzbank-Arena,Harm Osmers,/en/matches/f93794b5/Eintracht-Frankfurt-Monchengladbach-April-1-2017-Bundesliga,,f93794b5
Regular season,26,Sat,2017-04-01,15:30,Freiburg,2–5,Werder Bremen,24000,Schwarzwald-Stadion,Wolfgang Stark,/en/matches/bc00a288/Freiburg-Werder-Bremen-April-1-2017-Bundesliga,,bc00a288
Regular season,26,Sat,2017-04-01,15:30,Hamburger SV,2–1,Köln,57000,Volksparkstadion,Daniel Siebert,/en/matches/1c669307/Hamburger-SV-Koln-April-1-2017-Bundesliga,,1c669307
Regular season,26,Sat,2017-04-01,15:30,RB Leipzig,4–0,Darmstadt 98,39394,Red Bull Arena,Bastian Dankert,/en/matches/2f879dcf/RB-Leipzig-Darmstadt-98-April-1-2017-Bundesliga,,2f879dcf
Regular season,26,Sat,2017-04-01,15:30,Schalke 04,1–1,Dortmund,62271,Veltins-Arena,Felix Zwayer,/en/matches/af2b0213/Revierderby-Schalke-04-Dortmund-April-1-2017-Bundesliga,,af2b0213
Regular season,26,Sun,2017-04-02,15:30,Ingolstadt 04,2–1,Mainz 05,14000,Audi-Sportpark,Patrick Ittrich,/en/matches/6bff39b4/Ingolstadt-04-Mainz-05-April-2-2017-Bundesliga,,6bff39b4
Regular season,26,Sun,2017-04-02,17:30,Leverkusen,3–3,Wolfsburg,28576,BayArena,Deniz Aytekin,/en/matches/fc475693/Bayer-Leverkusen-Wolfsburg-April-2-2017-Bundesliga,,fc475693
Regular season,27,Tue,2017-04-04,20:00,Dortmund,3–0,Hamburger SV,81360,Signal Iduna Park,Markus Schmidt,/en/matches/c818e069/Dortmund-Hamburger-SV-April-4-2017-Bundesliga,,c818e069
Regular season,27,Tue,2017-04-04,20:00,Hoffenheim,1–0,Bayern Munich,30150,Wirsol Rhein-Neckar-Arena,Sascha Stegemann,/en/matches/32c13416/Hoffenheim-Bayern-Munich-April-4-2017-Bundesliga,,32c13416
Regular season,27,Tue,2017-04-04,20:00,Köln,1–0,Eint Frankfurt,49300,RheinEnergieSTADION,Wolfgang Stark,/en/matches/218a8d10/Koln-Eintracht-Frankfurt-April-4-2017-Bundesliga,,218a8d10
Regular season,27,Tue,2017-04-04,20:00,Werder Bremen,3–0,Schalke 04,42100,Weserstadion,Robert Hartmann,/en/matches/a2cce147/Werder-Bremen-Schalke-04-April-4-2017-Bundesliga,,a2cce147
Regular season,27,Wed,2017-04-05,20:00,Augsburg,2–3,Ingolstadt 04,29528,WWK Arena,Marco Fritz,/en/matches/51fedf82/Augsburg-Ingolstadt-04-April-5-2017-Bundesliga,,51fedf82
Regular season,27,Wed,2017-04-05,20:00,Darmstadt 98,0–2,Leverkusen,16200,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Brand,/en/matches/0f353318/Darmstadt-98-Bayer-Leverkusen-April-5-2017-Bundesliga,,0f353318
Regular season,27,Wed,2017-04-05,20:00,M'Gladbach,1–0,Hertha BSC,44347,Stadion im Borussia-Park,Günter Perl,/en/matches/163c5817/Monchengladbach-Hertha-BSC-April-5-2017-Bundesliga,,163c5817
Regular season,27,Wed,2017-04-05,20:00,Mainz 05,2–3,RB Leipzig,26379,Opel Arena,Tobias Stieler,/en/matches/9083f873/Mainz-05-RB-Leipzig-April-5-2017-Bundesliga,,9083f873
