week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
1,Fri,1996-08-16,,M'Gladbach,0–0,Arminia,,,Michael Malbranc,/en/matches/65772dbb/Monchengladbach-Arminia-August-16-1996-Bundesliga,,65772dbb
1,Fri,1996-08-16,,St Pauli,1–2,Bayern Munich,,,Georg Dardenne,/en/matches/89df07a7/St-Pauli-Bayern-Munich-August-16-1996-Bundesliga,,89df07a7
1,Sat,1996-08-17,,1860 Munich,2–1,Hamburger SV,,,Markus Merk,/en/matches/9a45cf61/1860-Munich-Hamburger-SV-August-17-1996-Bundesliga,,9a45cf61
1,Sat,1996-08-17,,Bochum,1–0,MSV Duisburg,,,Hermann Albrecht,/en/matches/da906462/Bochum-MSV-Duisburg-August-17-1996-Bundesliga,,da906462
1,Sat,1996-08-17,,Freiburg,3–2,Werder Bremen,,,Hellmut Krug,/en/matches/b8baef12/Freiburg-Werder-Bremen-August-17-1996-Bundesliga,,b8baef12
1,Sat,1996-08-17,,Hansa Rostock,2–2,Karlsruher,,,Herbert Fandel,/en/matches/8868aa25/Hansa-Rostock-Karlsruher-August-17-1996-Bundesliga,,8868aa25
1,Sat,1996-08-17,,Leverkusen,4–2,Dortmund,,,Edgar Steinborn,/en/matches/f2802045/Bayer-Leverkusen-Dortmund-August-17-1996-Bundesliga,,f2802045
1,Sat,1996-08-17,,Stuttgart,4–0,Schalke 04,,,Frank Fleske,/en/matches/a28958b6/Stuttgart-Schalke-04-August-17-1996-Bundesliga,,a28958b6
1,Sun,1996-08-18,,Düsseldorf,0–3,Köln,,,Hartmut Strampe,/en/matches/b534f59c/Dusseldorf-Koln-August-18-1996-Bundesliga,,b534f59c
2,Tue,1996-08-20,,Arminia,1–2,St Pauli,,,Hans-Peter Best,/en/matches/9e7827b4/Arminia-St-Pauli-August-20-1996-Bundesliga,,9e7827b4
2,Tue,1996-08-20,,Hamburger SV,5–1,Freiburg,,,Franz-Xaver Wack,/en/matches/8c646a2a/Hamburger-SV-Freiburg-August-20-1996-Bundesliga,,8c646a2a
2,Tue,1996-08-20,,Schalke 04,0–0,M'Gladbach,,,Lutz Wagner,/en/matches/bcce89ed/Schalke-04-Monchengladbach-August-20-1996-Bundesliga,,bcce89ed
2,Tue,1996-08-20,,Werder Bremen,1–1,Hansa Rostock,,,Bernhard Zerr,/en/matches/023c3c9c/Werder-Bremen-Hansa-Rostock-August-20-1996-Bundesliga,,023c3c9c
2,Wed,1996-08-21,,Bayern Munich,1–1,Bochum,,,Uwe Kemmling,/en/matches/35f72a9f/Bayern-Munich-Bochum-August-21-1996-Bundesliga,,35f72a9f
2,Wed,1996-08-21,,Dortmund,4–0,Düsseldorf,,,Alfons Berg,/en/matches/818d8e12/Dortmund-Dusseldorf-August-21-1996-Bundesliga,,818d8e12
2,Wed,1996-08-21,,Köln,1–0,1860 Munich,,,Bernd Heynemann,/en/matches/eb810bfd/Koln-1860-Munich-August-21-1996-Bundesliga,,eb810bfd
2,Wed,1996-08-21,,MSV Duisburg,1–3,Leverkusen,,,Winfried Buchhart,/en/matches/95c682a1/MSV-Duisburg-Bayer-Leverkusen-August-21-1996-Bundesliga,,95c682a1
3,Fri,1996-08-23,,Hansa Rostock,0–1,Hamburger SV,,,Edgar Steinborn,/en/matches/18cc9fe1/Hansa-Rostock-Hamburger-SV-August-23-1996-Bundesliga,,18cc9fe1
3,Fri,1996-08-23,,St Pauli,4–4,Schalke 04,,,Hermann Albrecht,/en/matches/a454bb16/St-Pauli-Schalke-04-August-23-1996-Bundesliga,,a454bb16
3,Sat,1996-08-24,,1860 Munich,1–3,Dortmund,,,Hartmut Strampe,/en/matches/362ce5db/1860-Munich-Dortmund-August-24-1996-Bundesliga,,362ce5db
3,Sat,1996-08-24,,Bochum,1–1,Arminia,,,Bernhard Zerr,/en/matches/932ad3d4/Bochum-Arminia-August-24-1996-Bundesliga,,932ad3d4
3,Sat,1996-08-24,,Freiburg,1–3,Köln,,,Markus Merk,/en/matches/76ae3cc1/Freiburg-Koln-August-24-1996-Bundesliga,,76ae3cc1
3,Sat,1996-08-24,,Leverkusen,0–1,Düsseldorf,,,Hellmut Krug,/en/matches/7f2fd57e/Bayer-Leverkusen-Dusseldorf-August-24-1996-Bundesliga,,7f2fd57e
3,Sat,1996-08-24,,M'Gladbach,1–3,Karlsruher,,,Torsten Koop,/en/matches/9acf4b3a/Monchengladbach-Karlsruher-August-24-1996-Bundesliga,,9acf4b3a
3,Sat,1996-08-24,,Stuttgart,2–1,Werder Bremen,,,Georg Dardenne,/en/matches/3cb95f8c/Stuttgart-Werder-Bremen-August-24-1996-Bundesliga,,3cb95f8c
3,Sun,1996-08-25,,MSV Duisburg,0–4,Bayern Munich,,,Bernd Heynemann,/en/matches/bfa3e48f/MSV-Duisburg-Bayern-Munich-August-25-1996-Bundesliga,,bfa3e48f
4,Tue,1996-08-27,,Dortmund,3–1,Freiburg,,,Frank Fleske,/en/matches/0873901e/Dortmund-Freiburg-August-27-1996-Bundesliga,,0873901e
4,Tue,1996-08-27,,Hamburger SV,0–4,Stuttgart,,,Winfried Buchhart,/en/matches/bc2be141/Hamburger-SV-Stuttgart-August-27-1996-Bundesliga,,bc2be141
4,Tue,1996-08-27,,Schalke 04,1–1,Bochum,,,Edgar Steinborn,/en/matches/c57f04cd/Schalke-04-Bochum-August-27-1996-Bundesliga,,c57f04cd
