week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
1,Fri,2012-08-24,,Dortmund,2–1,Werder Bremen,,,Felix Zwayer,/en/matches/7d61eee1/Dortmund-Werder-Bremen-August-24-2012-Bundesliga,,7d61eee1
1,Sat,2012-08-25,,Augsburg,0–2,Düsseldorf,,,Knut Kircher,/en/matches/8e5633dd/Augsburg-Dusseldorf-August-25-2012-Bundesliga,,8e5633dd
1,Sat,2012-08-25,,Eint Frankfurt,2–1,Leverkusen,,,Thorsten Kinhöfer,/en/matches/6cc5c344/Eintracht-Frankfurt-Bayer-Leverkusen-August-25-2012-Bundesliga,,6cc5c344
1,Sat,2012-08-25,,Freiburg,1–1,Mainz 05,,,Deniz Aytekin,/en/matches/05de8cb7/Freiburg-Mainz-05-August-25-2012-Bundesliga,,05de8cb7
1,Sat,2012-08-25,,Greuther Fürth,0–3,Bayern Munich,,,Peter Gagelmann,/en/matches/cc64a545/Greuther-Furth-Bayern-Munich-August-25-2012-Bundesliga,,cc64a545
1,Sat,2012-08-25,,Hamburger SV,0–1,Nürnberg,,,Marco Fritz,/en/matches/a38c8b4d/Hamburger-SV-Nurnberg-August-25-2012-Bundesliga,,a38c8b4d
1,Sat,2012-08-25,,M'Gladbach,2–1,Hoffenheim,,,Peter Sippel,/en/matches/cb133cb3/Monchengladbach-Hoffenheim-August-25-2012-Bundesliga,,cb133cb3
1,Sat,2012-08-25,,Stuttgart,0–1,Wolfsburg,,,Tobias Welz,/en/matches/f914319a/Stuttgart-Wolfsburg-August-25-2012-Bundesliga,,f914319a
1,Sun,2012-08-26,,Hannover 96,2–2,Schalke 04,,,Felix Brych,/en/matches/241d5075/Hannover-96-Schalke-04-August-26-2012-Bundesliga,,241d5075
2,Fri,2012-08-31,,Mainz 05,0–1,Greuther Fürth,,,Tobias Stieler,/en/matches/3f78c016/Mainz-05-Greuther-Furth-August-31-2012-Bundesliga,,3f78c016
2,Sat,2012-09-01,,Düsseldorf,0–0,M'Gladbach,,,Günter Perl,/en/matches/4f632837/Dusseldorf-Monchengladbach-September-1-2012-Bundesliga,,4f632837
2,Sat,2012-09-01,,Hoffenheim,0–4,Eint Frankfurt,,,Michael Weiner,/en/matches/1fb31aa4/Hoffenheim-Eintracht-Frankfurt-September-1-2012-Bundesliga,,1fb31aa4
2,Sat,2012-09-01,,Leverkusen,2–0,Freiburg,,,Florian Meyer,/en/matches/934bee63/Bayer-Leverkusen-Freiburg-September-1-2012-Bundesliga,,934bee63
2,Sat,2012-09-01,,Nürnberg,1–1,Dortmund,,,Tobias Welz,/en/matches/7169d46c/Nurnberg-Dortmund-September-1-2012-Bundesliga,,7169d46c
2,Sat,2012-09-01,,Schalke 04,3–1,Augsburg,,,Daniel Siebert,/en/matches/6bb72701/Schalke-04-Augsburg-September-1-2012-Bundesliga,,6bb72701
2,Sat,2012-09-01,,Werder Bremen,2–0,Hamburger SV,,,Knut Kircher,/en/matches/301f9145/Werder-Bremen-Hamburger-SV-September-1-2012-Bundesliga,,301f9145
