week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
3,Sun,2006-08-27,,Mainz 05,1–1,Eint Frankfurt,,,Florian Meyer,/en/matches/66214b17/Mainz-05-Eintracht-Frankfurt-August-27-2006-Bundesliga,,66214b17
4,Fri,2006-09-15,,Wolfsburg,1–2,Hannover 96,,,Felix Brych,/en/matches/4e168c94/Wolfsburg-Hannover-96-September-15-2006-Bundesliga,,4e168c94
4,Sat,2006-09-16,,AA Aachen,4–2,M'Gladbach,,,Michael Weiner,/en/matches/71705151/Alemannia-Aachen-Monchengladbach-September-16-2006-Bundesliga,,71705151
4,Sat,2006-09-16,,Arminia,2–1,Bayern Munich,,,Florian Meyer,/en/matches/b254598b/Arminia-Bayern-Munich-September-16-2006-Bundesliga,,b254598b
4,Sat,2006-09-16,,Dortmund,1–0,Hamburger SV,,,Lutz Wagner,/en/matches/54034597/Dortmund-Hamburger-SV-September-16-2006-Bundesliga,,54034597
4,Sat,2006-09-16,,Energie Cottbus,2–0,Mainz 05,,,Babak Rafati,/en/matches/27d4b0ec/Energie-Cottbus-Mainz-05-September-16-2006-Bundesliga,,27d4b0ec
4,Sat,2006-09-16,,Nürnberg,1–1,Bochum,,,Manuel Gräfe,/en/matches/f88579b3/Nurnberg-Bochum-September-16-2006-Bundesliga,,f88579b3
4,Sat,2006-09-16,,Werder Bremen,2–3,Stuttgart,,,Markus Merk,/en/matches/44b3039b/Werder-Bremen-Stuttgart-September-16-2006-Bundesliga,,44b3039b
4,Sun,2006-09-17,,Eint Frankfurt,3–1,Leverkusen,,,Herbert Fandel,/en/matches/f5eda404/Eintracht-Frankfurt-Bayer-Leverkusen-September-17-2006-Bundesliga,,f5eda404
4,Sun,2006-09-17,,Hertha BSC,2–0,Schalke 04,,,Peter Gagelmann,/en/matches/9b0d8709/Hertha-BSC-Schalke-04-September-17-2006-Bundesliga,,9b0d8709
5,Fri,2006-09-22,,M'Gladbach,1–0,Dortmund,,,Herbert Fandel,/en/matches/fd6aa1b2/Monchengladbach-Dortmund-September-22-2006-Bundesliga,,fd6aa1b2
5,Sat,2006-09-23,,Bayern Munich,2–1,AA Aachen,,,Markus Schmidt,/en/matches/7682210a/Bayern-Munich-Alemannia-Aachen-September-23-2006-Bundesliga,,7682210a
5,Sat,2006-09-23,,Hamburger SV,1–1,Werder Bremen,,,Wolfgang Stark,/en/matches/c162caa2/Hamburger-SV-Werder-Bremen-September-23-2006-Bundesliga,,c162caa2
5,Sat,2006-09-23,,Hannover 96,1–1,Leverkusen,,,Markus Merk,/en/matches/11e311a6/Hannover-96-Bayer-Leverkusen-September-23-2006-Bundesliga,,11e311a6
5,Sat,2006-09-23,,Mainz 05,1–1,Hertha BSC,,,Knut Kircher,/en/matches/40eb2973/Mainz-05-Hertha-BSC-September-23-2006-Bundesliga,,40eb2973
5,Sat,2006-09-23,,Schalke 04,2–0,Wolfsburg,,,Manuel Gräfe,/en/matches/916e9e84/Schalke-04-Wolfsburg-September-23-2006-Bundesliga,,916e9e84
5,Sat,2006-09-23,,Stuttgart,1–1,Eint Frankfurt,,,Babak Rafati,/en/matches/a1b8609e/Stuttgart-Eintracht-Frankfurt-September-23-2006-Bundesliga,,a1b8609e
5,Sun,2006-09-24,,Bochum,2–1,Arminia,,,Günter Perl,/en/matches/e9ad499d/Bochum-Arminia-September-24-2006-Bundesliga,,e9ad499d
5,Sun,2006-09-24,,Energie Cottbus,1–1,Nürnberg,,,Michael Weiner,/en/matches/66a5502f/Energie-Cottbus-Nurnberg-September-24-2006-Bundesliga,,66a5502f
6,Fri,2006-09-29,,Dortmund,2–2,Hannover 96,,,Wolfgang Stark,/en/matches/18fee2fe/Dortmund-Hannover-96-September-29-2006-Bundesliga,,18fee2fe
6,Sat,2006-09-30,,AA Aachen,2–1,Bochum,,,Lutz Wagner,/en/matches/48f886ba/Alemannia-Aachen-Bochum-September-30-2006-Bundesliga,,48f886ba
6,Sat,2006-09-30,,Arminia,3–1,Energie Cottbus,,,Jochen Drees,/en/matches/a8740f79/Arminia-Energie-Cottbus-September-30-2006-Bundesliga,,a8740f79
6,Sat,2006-09-30,,Eint Frankfurt,2–2,Hamburger SV,,,Helmut Fleischer,/en/matches/b199f310/Eintracht-Frankfurt-Hamburger-SV-September-30-2006-Bundesliga,,b199f310
6,Sat,2006-09-30,,Nürnberg,1–1,Mainz 05,,,Marc Seemann,/en/matches/3fcb6017/Nurnberg-Mainz-05-September-30-2006-Bundesliga,,3fcb6017
6,Sat,2006-09-30,,Werder Bremen,3–0,M'Gladbach,,,Florian Meyer,/en/matches/1fac9410/Werder-Bremen-Monchengladbach-September-30-2006-Bundesliga,,1fac9410
6,Sat,2006-09-30,,Wolfsburg,1–0,Bayern Munich,,,Markus Merk,/en/matches/e9379a88/Wolfsburg-Bayern-Munich-September-30-2006-Bundesliga,,e9379a88
6,Sun,2006-10-01,,Hertha BSC,2–2,Stuttgart,,,Thorsten Kinhöfer,/en/matches/da06642c/Hertha-BSC-Stuttgart-October-1-2006-Bundesliga,,da06642c
6,Sun,2006-10-01,,Leverkusen,3–1,Schalke 04,,,Franz-Xaver Wack,/en/matches/6c07bb21/Bayer-Leverkusen-Schalke-04-October-1-2006-Bundesliga,,6c07bb21
7,Fri,2006-10-13,,Mainz 05,1–3,AA Aachen,,,Manuel Gräfe,/en/matches/9b9ffba9/Mainz-05-Alemannia-Aachen-October-13-2006-Bundesliga,,9b9ffba9
7,Sat,2006-10-14,,Bayern Munich,4–2,Hertha BSC,,,Babak Rafati,/en/matches/a1f75d0a/Bayern-Munich-Hertha-BSC-October-14-2006-Bundesliga,,a1f75d0a
7,Sat,2006-10-14,,Bochum,0–6,Werder Bremen,,,Michael Weiner,/en/matches/41c6b5c0/Bochum-Werder-Bremen-October-14-2006-Bundesliga,,41c6b5c0
7,Sat,2006-10-14,,Hamburger SV,1–2,Schalke 04,,,Felix Brych,/en/matches/9d93b973/Hamburger-SV-Schalke-04-October-14-2006-Bundesliga,,9d93b973
7,Sat,2006-10-14,,Hannover 96,1–1,Eint Frankfurt,,,Peter Sippel,/en/matches/b6426d30/Hannover-96-Eintracht-Frankfurt-October-14-2006-Bundesliga,,b6426d30
7,Sat,2006-10-14,,M'Gladbach,3–1,Wolfsburg,,,Günter Perl,/en/matches/deffc64b/Monchengladbach-Wolfsburg-October-14-2006-Bundesliga,,deffc64b
7,Sat,2006-10-14,,Stuttgart,3–0,Leverkusen,,,Peter Gagelmann,/en/matches/206c52c1/Stuttgart-Bayer-Leverkusen-October-14-2006-Bundesliga,,206c52c1
7,Sun,2006-10-15,,Energie Cottbus,2–3,Dortmund,,,Florian Meyer,/en/matches/8c2db866/Energie-Cottbus-Dortmund-October-15-2006-Bundesliga,,8c2db866
7,Sun,2006-10-15,,Nürnberg,1–1,Arminia,,,Markus Merk,/en/matches/eef9f1df/Nurnberg-Arminia-October-15-2006-Bundesliga,,eef9f1df
8,Fri,2006-10-20,,Dortmund,1–1,Bochum,,,Peter Sippel,/en/matches/248eef1f/Dortmund-Bochum-October-20-2006-Bundesliga,,248eef1f
8,Sat,2006-10-21,,AA Aachen,1–2,Energie Cottbus,,,Franz-Xaver Wack,/en/matches/e3b50cb7/Alemannia-Aachen-Energie-Cottbus-October-21-2006-Bundesliga,,e3b50cb7
8,Sat,2006-10-21,,Arminia,1–0,Mainz 05,,,Wolfgang Stark,/en/matches/8b5d9e4e/Arminia-Mainz-05-October-21-2006-Bundesliga,,8b5d9e4e
8,Sat,2006-10-21,,Hertha BSC,2–1,M'Gladbach,,,Markus Merk,/en/matches/f659940d/Hertha-BSC-Monchengladbach-October-21-2006-Bundesliga,,f659940d
8,Sat,2006-10-21,,Schalke 04,2–1,Hannover 96,,,Helmut Fleischer,/en/matches/b4e84e3e/Schalke-04-Hannover-96-October-21-2006-Bundesliga,,b4e84e3e
8,Sat,2006-10-21,,Werder Bremen,3–1,Bayern Munich,,,Herbert Fandel,/en/matches/cd6ca27c/Werder-Bremen-Bayern-Munich-October-21-2006-Bundesliga,,cd6ca27c
8,Sat,2006-10-21,,Wolfsburg,1–1,Stuttgart,,,Lutz Wagner,/en/matches/25ce343d/Wolfsburg-Stuttgart-October-21-2006-Bundesliga,,25ce343d
8,Sun,2006-10-22,,Eint Frankfurt,2–2,Nürnberg,,,Knut Kircher,/en/matches/b4bdceb3/Eintracht-Frankfurt-Nurnberg-October-22-2006-Bundesliga,,b4bdceb3
8,Sun,2006-10-22,,Leverkusen,1–2,Hamburger SV,,,Jochen Drees,/en/matches/c254a858/Bayer-Leverkusen-Hamburger-SV-October-22-2006-Bundesliga,,c254a858
9,Fri,2006-10-27,,Mainz 05,1–6,Werder Bremen,,,Thorsten Kinhöfer,/en/matches/a8230076/Mainz-05-Werder-Bremen-October-27-2006-Bundesliga,,a8230076
9,Sat,2006-10-28,,Bayern Munich,2–0,Eint Frankfurt,,,Florian Meyer,/en/matches/cabe3cc4/Bayern-Munich-Eintracht-Frankfurt-October-28-2006-Bundesliga,,cabe3cc4
9,Sat,2006-10-28,,Bochum,0–1,Wolfsburg,,,Helmut Fleischer,/en/matches/77494ef3/Bochum-Wolfsburg-October-28-2006-Bundesliga,,77494ef3
9,Sat,2006-10-28,,Energie Cottbus,2–0,Hertha BSC,,,Lutz Wagner,/en/matches/ef67f0c9/Energie-Cottbus-Hertha-BSC-October-28-2006-Bundesliga,,ef67f0c9
9,Sat,2006-10-28,,Hamburger SV,0–0,Hannover 96,,,Knut Kircher,/en/matches/a9d5846c/Hamburger-SV-Hannover-96-October-28-2006-Bundesliga,,a9d5846c
9,Sat,2006-10-28,,M'Gladbach,0–2,Leverkusen,,,Felix Brych,/en/matches/31bd3db7/Monchengladbach-Bayer-Leverkusen-October-28-2006-Bundesliga,,31bd3db7
9,Sat,2006-10-28,,Nürnberg,1–1,Dortmund,,,Peter Gagelmann,/en/matches/5451388d/Nurnberg-Dortmund-October-28-2006-Bundesliga,,5451388d
9,Sun,2006-10-29,,Arminia,5–1,AA Aachen,,,Babak Rafati,/en/matches/3e883a5c/Arminia-Alemannia-Aachen-October-29-2006-Bundesliga,,3e883a5c
9,Sun,2006-10-29,,Stuttgart,3–0,Schalke 04,,,Wolfgang Stark,/en/matches/9ae15a8c/Stuttgart-Schalke-04-October-29-2006-Bundesliga,,9ae15a8c
10,Fri,2006-11-03,,Hannover 96,0–2,Bochum,,,Markus Schmidt,/en/matches/53f4ec55/Hannover-96-Bochum-November-3-2006-Bundesliga,,53f4ec55
10,Sat,2006-11-04,,AA Aachen,2–4,Stuttgart,,,Felix Brych,/en/matches/09ff4f75/Alemannia-Aachen-Stuttgart-November-4-2006-Bundesliga,,09ff4f75
10,Sat,2006-11-04,,Dortmund,1–1,Arminia,,,Günter Perl,/en/matches/e48377f3/Dortmund-Arminia-November-4-2006-Bundesliga,,e48377f3
10,Sat,2006-11-04,,Hertha BSC,2–1,Nürnberg,,,Florian Meyer,/en/matches/b3bf6bb7/Hertha-BSC-Nurnberg-November-4-2006-Bundesliga,,b3bf6bb7
10,Sat,2006-11-04,,Leverkusen,1–1,Mainz 05,,,Michael Weiner,/en/matches/f34be324/Bayer-Leverkusen-Mainz-05-November-4-2006-Bundesliga,,f34be324
10,Sat,2006-11-04,,Werder Bremen,1–1,Energie Cottbus,,,Babak Rafati,/en/matches/fd343a1e/Werder-Bremen-Energie-Cottbus-November-4-2006-Bundesliga,,fd343a1e
10,Sat,2006-11-04,,Wolfsburg,1–0,Hamburger SV,,,Markus Merk,/en/matches/e2c2573d/Wolfsburg-Hamburger-SV-November-4-2006-Bundesliga,,e2c2573d
10,Sun,2006-11-05,,Eint Frankfurt,1–0,M'Gladbach,,,Franz-Xaver Wack,/en/matches/7b086ea4/Eintracht-Frankfurt-Monchengladbach-November-5-2006-Bundesliga,,7b086ea4
10,Sun,2006-11-05,,Schalke 04,2–2,Bayern Munich,,,Knut Kircher,/en/matches/e72100be/Schalke-04-Bayern-Munich-November-5-2006-Bundesliga,,e72100be
11,Tue,2006-11-07,,Dortmund,0–0,AA Aachen,,,Wolfgang Stark,/en/matches/1518726f/Dortmund-Alemannia-Aachen-November-7-2006-Bundesliga,,1518726f
11,Tue,2006-11-07,,Mainz 05,1–2,Wolfsburg,,,Peter Gagelmann,/en/matches/2b108380/Mainz-05-Wolfsburg-November-7-2006-Bundesliga,,2b108380
11,Tue,2006-11-07,,Nürnberg,1–2,Werder Bremen,,,Manuel Gräfe,/en/matches/9c1e3ba6/Nurnberg-Werder-Bremen-November-7-2006-Bundesliga,,9c1e3ba6
11,Tue,2006-11-07,,Stuttgart,2–0,Hamburger SV,,,Herbert Fandel,/en/matches/0ebf427a/Stuttgart-Hamburger-SV-November-7-2006-Bundesliga,,0ebf427a
11,Wed,2006-11-08,,Arminia,2–2,Hertha BSC,,,Michael Kempter,/en/matches/afab4e5a/Arminia-Hertha-BSC-November-8-2006-Bundesliga,,afab4e5a
11,Wed,2006-11-08,,Bayern Munich,0–1,Hannover 96,,,Thorsten Kinhöfer,/en/matches/b4cd3cbd/Bayern-Munich-Hannover-96-November-8-2006-Bundesliga,,b4cd3cbd
11,Wed,2006-11-08,,Bochum,1–3,Leverkusen,,,Lutz Wagner,/en/matches/9d7fc281/Bochum-Bayer-Leverkusen-November-8-2006-Bundesliga,,9d7fc281
11,Wed,2006-11-08,,Energie Cottbus,0–1,Eint Frankfurt,,,Helmut Fleischer,/en/matches/67c1eb1c/Energie-Cottbus-Eintracht-Frankfurt-November-8-2006-Bundesliga,,67c1eb1c
11,Wed,2006-11-08,,M'Gladbach,0–2,Schalke 04,,,Peter Sippel,/en/matches/edb53809/Monchengladbach-Schalke-04-November-8-2006-Bundesliga,,edb53809
12,Fri,2006-11-10,,Werder Bremen,1–3,Dortmund,,,Franz-Xaver Wack,/en/matches/1fb4bcdd/Werder-Bremen-Dortmund-November-10-2006-Bundesliga,,1fb4bcdd
12,Sat,2006-11-11,,Eint Frankfurt,0–3,Arminia,,,Michael Weiner,/en/matches/49cd51b6/Eintracht-Frankfurt-Arminia-November-11-2006-Bundesliga,,49cd51b6
12,Sat,2006-11-11,,Hamburger SV,1–1,M'Gladbach,,,Florian Meyer,/en/matches/eac9c18a/Hamburger-SV-Monchengladbach-November-11-2006-Bundesliga,,eac9c18a
12,Sat,2006-11-11,,Hertha BSC,3–3,Bochum,,,Felix Brych,/en/matches/7a7c7dc3/Hertha-BSC-Bochum-November-11-2006-Bundesliga,,7a7c7dc3
12,Sat,2006-11-11,,Leverkusen,2–3,Bayern Munich,,,Markus Merk,/en/matches/038b3513/Bayer-Leverkusen-Bayern-Munich-November-11-2006-Bundesliga,,038b3513
12,Sat,2006-11-11,,Schalke 04,4–0,Mainz 05,,,Günter Perl,/en/matches/79327a54/Schalke-04-Mainz-05-November-11-2006-Bundesliga,,79327a54
12,Sat,2006-11-11,,Wolfsburg,0–0,Energie Cottbus,,,Marc Seemann,/en/matches/7ddf5ff7/Wolfsburg-Energie-Cottbus-November-11-2006-Bundesliga,,7ddf5ff7
12,Sun,2006-11-12,,AA Aachen,1–1,Nürnberg,,,Babak Rafati,/en/matches/ca51b426/Alemannia-Aachen-Nurnberg-November-12-2006-Bundesliga,,ca51b426
12,Sun,2006-11-12,,Hannover 96,1–2,Stuttgart,,,Jochen Drees,/en/matches/ecab60be/Hannover-96-Stuttgart-November-12-2006-Bundesliga,,ecab60be
13,Fri,2006-11-17,,Bochum,4–3,Eint Frankfurt,,,Peter Gagelmann,/en/matches/a418124f/Bochum-Eintracht-Frankfurt-November-17-2006-Bundesliga,,a418124f
13,Sat,2006-11-18,,AA Aachen,2–2,Werder Bremen,,,Markus Merk,/en/matches/9b9a37c5/Alemannia-Aachen-Werder-Bremen-November-18-2006-Bundesliga,,9b9a37c5
13,Sat,2006-11-18,,Bayern Munich,2–1,Stuttgart,,,Michael Weiner,/en/matches/5f195073/Bayern-Munich-Stuttgart-November-18-2006-Bundesliga,,5f195073
13,Sat,2006-11-18,,Dortmund,1–2,Hertha BSC,,,Knut Kircher,/en/matches/3bc1dc2a/Dortmund-Hertha-BSC-November-18-2006-Bundesliga,,3bc1dc2a
13,Sat,2006-11-18,,Energie Cottbus,2–4,Schalke 04,,,Herbert Fandel,/en/matches/a1fffba2/Energie-Cottbus-Schalke-04-November-18-2006-Bundesliga,,a1fffba2
13,Sat,2006-11-18,,Mainz 05,0–0,Hamburger SV,,,Helmut Fleischer,/en/matches/d8151bec/Mainz-05-Hamburger-SV-November-18-2006-Bundesliga,,d8151bec
13,Sat,2006-11-18,,Nürnberg,3–2,Leverkusen,,,Markus Schmidt,/en/matches/ef49f7da/Nurnberg-Bayer-Leverkusen-November-18-2006-Bundesliga,,ef49f7da
13,Sun,2006-11-19,,Arminia,0–0,Wolfsburg,,,Felix Brych,/en/matches/04880ed0/Arminia-Wolfsburg-November-19-2006-Bundesliga,,04880ed0
13,Sun,2006-11-19,,M'Gladbach,0–1,Hannover 96,,,Wolfgang Stark,/en/matches/9db14acd/Monchengladbach-Hannover-96-November-19-2006-Bundesliga,,9db14acd
14,Fri,2006-11-24,,Schalke 04,2–1,Bochum,,,Manuel Gräfe,/en/matches/b9500909/Schalke-04-Bochum-November-24-2006-Bundesliga,,b9500909
14,Sat,2006-11-25,,Eint Frankfurt,1–1,Dortmund,,,Peter Sippel,/en/matches/e4e1d30e/Eintracht-Frankfurt-Dortmund-November-25-2006-Bundesliga,,e4e1d30e
14,Sat,2006-11-25,,Hamburger SV,1–2,Bayern Munich,,,Thorsten Kinhöfer,/en/matches/da531991/Hamburger-SV-Bayern-Munich-November-25-2006-Bundesliga,,da531991
14,Sat,2006-11-25,,Hannover 96,1–0,Mainz 05,,,Herbert Fandel,/en/matches/c237aa43/Hannover-96-Mainz-05-November-25-2006-Bundesliga,,c237aa43
14,Sat,2006-11-25,,Hertha BSC,2–1,AA Aachen,,,Günter Perl,/en/matches/72ac8772/Hertha-BSC-Alemannia-Aachen-November-25-2006-Bundesliga,,72ac8772
14,Sat,2006-11-25,,Werder Bremen,3–0,Arminia,,,Jochen Drees,/en/matches/74138275/Werder-Bremen-Arminia-November-25-2006-Bundesliga,,74138275
14,Sat,2006-11-25,,Wolfsburg,1–1,Nürnberg,,,Lutz Wagner,/en/matches/dcd0d6c5/Wolfsburg-Nurnberg-November-25-2006-Bundesliga,,dcd0d6c5
14,Sun,2006-11-26,,Leverkusen,3–1,Energie Cottbus,,,Wolfgang Stark,/en/matches/afcca805/Bayer-Leverkusen-Energie-Cottbus-November-26-2006-Bundesliga,,afcca805
14,Sun,2006-11-26,,Stuttgart,1–0,M'Gladbach,,,Helmut Fleischer,/en/matches/967e09ad/Stuttgart-Monchengladbach-November-26-2006-Bundesliga,,967e09ad
15,Fri,2006-12-01,,Mainz 05,0–0,Stuttgart,,,Babak Rafati,/en/matches/a73f6fab/Mainz-05-Stuttgart-December-1-2006-Bundesliga,,a73f6fab
15,Sat,2006-12-02,,Arminia,0–0,Leverkusen,,,Knut Kircher,/en/matches/4d8498c7/Arminia-Bayer-Leverkusen-December-2-2006-Bundesliga,,4d8498c7
15,Sat,2006-12-02,,Bayern Munich,1–1,M'Gladbach,,,Markus Merk,/en/matches/da73ce24/Bayern-Munich-Monchengladbach-December-2-2006-Bundesliga,,da73ce24
15,Sat,2006-12-02,,Bochum,2–1,Hamburger SV,,,Wolfgang Stark,/en/matches/f2fc0b2e/Bochum-Hamburger-SV-December-2-2006-Bundesliga,,f2fc0b2e
15,Sat,2006-12-02,,Dortmund,1–0,Wolfsburg,,,Peter Gagelmann,/en/matches/df41977d/Dortmund-Wolfsburg-December-2-2006-Bundesliga,,df41977d
15,Sat,2006-12-02,,Energie Cottbus,0–1,Hannover 96,,,Manuel Gräfe,/en/matches/69d3e6d1/Energie-Cottbus-Hannover-96-December-2-2006-Bundesliga,,69d3e6d1
15,Sat,2006-12-02,,Werder Bremen,3–1,Hertha BSC,,,Herbert Fandel,/en/matches/ee2ca030/Werder-Bremen-Hertha-BSC-December-2-2006-Bundesliga,,ee2ca030
15,Sun,2006-12-03,,AA Aachen,2–3,Eint Frankfurt,,,Florian Meyer,/en/matches/ff3b14fe/Alemannia-Aachen-Eintracht-Frankfurt-December-3-2006-Bundesliga,,ff3b14fe
15,Sun,2006-12-03,,Nürnberg,0–0,Schalke 04,,,Michael Weiner,/en/matches/57e5830d/Nurnberg-Schalke-04-December-3-2006-Bundesliga,,57e5830d
16,Fri,2006-12-08,,Leverkusen,2–1,Hertha BSC,,,Felix Brych,/en/matches/644149d9/Bayer-Leverkusen-Hertha-BSC-December-8-2006-Bundesliga,,644149d9
16,Sat,2006-12-09,,Bayern Munich,2–1,Energie Cottbus,,,Florian Meyer,/en/matches/3d9e3862/Bayern-Munich-Energie-Cottbus-December-9-2006-Bundesliga,,3d9e3862
16,Sat,2006-12-09,,Eint Frankfurt,2–6,Werder Bremen,,,Thorsten Kinhöfer,/en/matches/58108fd4/Eintracht-Frankfurt-Werder-Bremen-December-9-2006-Bundesliga,,58108fd4
16,Sat,2006-12-09,,Hamburger SV,0–0,Nürnberg,,,Herbert Fandel,/en/matches/f2d57360/Hamburger-SV-Nurnberg-December-9-2006-Bundesliga,,f2d57360
16,Sat,2006-12-09,,Hannover 96,1–1,Arminia,,,Peter Sippel,/en/matches/971106b5/Hannover-96-Arminia-December-9-2006-Bundesliga,,971106b5
16,Sat,2006-12-09,,M'Gladbach,1–1,Mainz 05,,,Markus Schmidt,/en/matches/80ca296c/Monchengladbach-Mainz-05-December-9-2006-Bundesliga,,80ca296c
16,Sat,2006-12-09,,Stuttgart,1–0,Bochum,,,Markus Merk,/en/matches/5c2965fa/Stuttgart-Bochum-December-9-2006-Bundesliga,,5c2965fa
16,Sun,2006-12-10,,Schalke 04,3–1,Dortmund,,,Wolfgang Stark,/en/matches/092eedcd/Revierderby-Schalke-04-Dortmund-December-10-2006-Bundesliga,,092eedcd
16,Sun,2006-12-10,,Wolfsburg,1–2,AA Aachen,,,Michael Kempter,/en/matches/059ddd63/Wolfsburg-Alemannia-Aachen-December-10-2006-Bundesliga,,059ddd63
17,Fri,2006-12-15,,Bochum,2–0,M'Gladbach,,,Günter Perl,/en/matches/61842e40/Bochum-Monchengladbach-December-15-2006-Bundesliga,,61842e40
17,Sat,2006-12-16,,AA Aachen,3–3,Hamburger SV,,,Manuel Gräfe,/en/matches/05a89604/Alemannia-Aachen-Hamburger-SV-December-16-2006-Bundesliga,,05a89604
17,Sat,2006-12-16,,Arminia,0–1,Schalke 04,,,Lutz Wagner,/en/matches/e1476566/Arminia-Schalke-04-December-16-2006-Bundesliga,,e1476566
17,Sat,2006-12-16,,Energie Cottbus,0–0,Stuttgart,,,Felix Brych,/en/matches/dce615f7/Energie-Cottbus-Stuttgart-December-16-2006-Bundesliga,,dce615f7
