week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
1,Fri,2007-08-10,,Stuttgart,2–2,Schalke 04,,,Herbert Fandel,/en/matches/8b46216f/Stuttgart-Schalke-04-August-10-2007-Bundesliga,,8b46216f
1,Sat,2007-08-11,,Bayern Munich,3–0,Hansa Rostock,,,Markus Schmidt,/en/matches/86f217c5/Bayern-Munich-Hansa-Rostock-August-11-2007-Bundesliga,,86f217c5
1,Sat,2007-08-11,,Bochum,2–2,Werder Bremen,,,Knut Kircher,/en/matches/27be47dc/Bochum-Werder-Bremen-August-11-2007-Bundesliga,,27be47dc
1,Sat,2007-08-11,,Eint Frankfurt,1–0,Hertha BSC,,,Michael Weiner,/en/matches/f386416f/Eintracht-Frankfurt-Hertha-BSC-August-11-2007-Bundesliga,,f386416f
1,Sat,2007-08-11,,Hannover 96,0–1,Hamburger SV,,,Wolfgang Stark,/en/matches/edc50135/Hannover-96-Hamburger-SV-August-11-2007-Bundesliga,,edc50135
1,Sat,2007-08-11,,Leverkusen,0–0,Energie Cottbus,,,Felix Brych,/en/matches/f7924741/Bayer-Leverkusen-Energie-Cottbus-August-11-2007-Bundesliga,,f7924741
1,Sat,2007-08-11,,Wolfsburg,1–3,Arminia,,,Peter Sippel,/en/matches/28e0b2e4/Wolfsburg-Arminia-August-11-2007-Bundesliga,,28e0b2e4
1,Sun,2007-08-12,,Dortmund,1–3,MSV Duisburg,,,Florian Meyer,/en/matches/934e45e0/Dortmund-MSV-Duisburg-August-12-2007-Bundesliga,,934e45e0
1,Sun,2007-08-12,,Nürnberg,0–2,Karlsruher,,,Peter Gagelmann,/en/matches/d510722b/Nurnberg-Karlsruher-August-12-2007-Bundesliga,,d510722b
2,Fri,2007-08-17,,Karlsruher,1–2,Hannover 96,,,Jochen Drees,/en/matches/ab2f93ce/Karlsruher-Hannover-96-August-17-2007-Bundesliga,,ab2f93ce
2,Sat,2007-08-18,,Arminia,2–2,Eint Frankfurt,,,Babak Rafati,/en/matches/83af1d2b/Arminia-Eintracht-Frankfurt-August-18-2007-Bundesliga,,83af1d2b
2,Sat,2007-08-18,,Hansa Rostock,1–2,Nürnberg,,,Michael Kempter,/en/matches/583c3e55/Hansa-Rostock-Nurnberg-August-18-2007-Bundesliga,,583c3e55
2,Sat,2007-08-18,,Hertha BSC,3–1,Stuttgart,,,Thorsten Kinhöfer,/en/matches/d0be6a49/Hertha-BSC-Stuttgart-August-18-2007-Bundesliga,,d0be6a49
2,Sat,2007-08-18,,MSV Duisburg,1–3,Wolfsburg,,,Günter Perl,/en/matches/6dead64d/MSV-Duisburg-Wolfsburg-August-18-2007-Bundesliga,,6dead64d
2,Sat,2007-08-18,,Schalke 04,4–1,Dortmund,,,Knut Kircher,/en/matches/827c852a/Revierderby-Schalke-04-Dortmund-August-18-2007-Bundesliga,,827c852a
2,Sat,2007-08-18,,Werder Bremen,0–4,Bayern Munich,,,Markus Merk,/en/matches/df2a03a1/Werder-Bremen-Bayern-Munich-August-18-2007-Bundesliga,,df2a03a1
