week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
1,Fri,1998-08-14,,MSV Duisburg,2–1,Eint Frankfurt,,,Herbert Fandel,/en/matches/b6cf8c2f/MSV-Duisburg-Eintracht-Frankfurt-August-14-1998-Bundesliga,,b6cf8c2f
1,Fri,1998-08-14,,Stuttgart,2–1,Dortmund,,,Bernd Heynemann,/en/matches/9753bee3/Stuttgart-Dortmund-August-14-1998-Bundesliga,,9753bee3
1,Sat,1998-08-15,,1860 Munich,1–2,Kaiserslautern,,,Jürgen Aust,/en/matches/1cd688cf/1860-Munich-Kaiserslautern-August-15-1998-Bundesliga,,1cd688cf
1,Sat,1998-08-15,,Bochum,1–2,Freiburg,,,Lutz Michael Fröhlich,/en/matches/7e3c47ee/Bochum-Freiburg-August-15-1998-Bundesliga,,7e3c47ee
1,Sat,1998-08-15,,Leverkusen,3–1,Hansa Rostock,,,Hermann Albrecht,/en/matches/bccd6bd8/Bayer-Leverkusen-Hansa-Rostock-August-15-1998-Bundesliga,,bccd6bd8
1,Sat,1998-08-15,,M'Gladbach,3–0,Schalke 04,,,Markus Merk,/en/matches/6df64592/Monchengladbach-Schalke-04-August-15-1998-Bundesliga,,6df64592
1,Sat,1998-08-15,,Nürnberg,1–1,Hamburger SV,,,Hellmut Krug,/en/matches/eea285fa/Nurnberg-Hamburger-SV-August-15-1998-Bundesliga,,eea285fa
1,Sat,1998-08-15,,Wolfsburg,0–1,Bayern Munich,,,Georg Dardenne,/en/matches/1ea68968/Wolfsburg-Bayern-Munich-August-15-1998-Bundesliga,,1ea68968
1,Sun,1998-08-16,,Hertha BSC,1–0,Werder Bremen,,,Edgar Steinborn,/en/matches/01ae9aaa/Hertha-BSC-Werder-Bremen-August-16-1998-Bundesliga,,01ae9aaa
2,Fri,1998-08-21,,Hansa Rostock,3–3,Wolfsburg,,,Winfried Buchhart,/en/matches/2cc16978/Hansa-Rostock-Wolfsburg-August-21-1998-Bundesliga,,2cc16978
2,Fri,1998-08-21,,Werder Bremen,2–3,Nürnberg,,,Jürgen Jansen,/en/matches/b4365478/Werder-Bremen-Nurnberg-August-21-1998-Bundesliga,,b4365478
2,Sat,1998-08-22,,Bayern Munich,3–1,MSV Duisburg,,,Uwe Kemmling,/en/matches/b90ff604/Bayern-Munich-MSV-Duisburg-August-22-1998-Bundesliga,,b90ff604
