week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
2,Sat,1988-07-30,,Eint Frankfurt,1–2,S'gart Kickers,,,Hellmut Krug,/en/matches/3fe2066e/Eintracht-Frankfurt-Stuttgarter-Kickers-July-30-1988-Bundesliga,,3fe2066e
2,Sat,1988-07-30,,Kaiserslautern,0–0,Werder Bremen,,,Joachim Kautschor,/en/matches/77d987ef/Kaiserslautern-Werder-Bremen-July-30-1988-Bundesliga,,77d987ef
2,Sat,1988-07-30,,Karlsruher,2–2,Bayern Munich,,,Gerd Zimmermann,/en/matches/c8add430/Karlsruher-Bayern-Munich-July-30-1988-Bundesliga,,c8add430
2,Sat,1988-07-30,,Leverkusen,3–1,Gladbach,,,Werner Föckler,/en/matches/7f513414/Bayer-Leverkusen-Monchengladbach-July-30-1988-Bundesliga,,7f513414
2,Sat,1988-07-30,,Nürnberg,0–2,Köln,,,Wolf-Günter Wiesel,/en/matches/24a9912e/Nurnberg-Koln-July-30-1988-Bundesliga,,24a9912e
2,Sat,1988-07-30,,Uerdingen,0–0,Mannheim,,,Hans-Peter Dellwing,/en/matches/ae7568b0/Uerdingen-Mannheim-July-30-1988-Bundesliga,,ae7568b0
3,Fri,1988-08-12,,Dortmund,1–1,Kaiserslautern,,,Manfred Amerell,/en/matches/acffe30f/Dortmund-Kaiserslautern-August-12-1988-Bundesliga,,acffe30f
3,Sat,1988-08-13,,Hannover 96,2–3,Hamburger SV,,,Manfred Neuner,/en/matches/bde4063e/Hannover-96-Hamburger-SV-August-13-1988-Bundesliga,,bde4063e
3,Sat,1988-08-13,,Mannheim,4–1,Gladbach,,,Wilfried Heitmann,/en/matches/b19af597/Mannheim-Monchengladbach-August-13-1988-Bundesliga,,b19af597
3,Sat,1988-08-13,,S'gart Kickers,1–3,Karlsruher,,,Wolf-Rüdiger Umbach,/en/matches/143d798e/Stuttgarter-Kickers-Karlsruher-August-13-1988-Bundesliga,,143d798e
3,Sat,1988-08-13,,St Pauli,2–0,Eint Frankfurt,,,Wolfgang Mierswa,/en/matches/46f91239/St-Pauli-Eintracht-Frankfurt-August-13-1988-Bundesliga,,46f91239
3,Sat,1988-08-13,,Uerdingen,3–2,Nürnberg,,,Edgar Steinborn,/en/matches/3b0bd47c/Uerdingen-Nurnberg-August-13-1988-Bundesliga,,3b0bd47c
3,Sat,1988-08-13,,Werder Bremen,3–1,Leverkusen,,,Hans Scheuerer,/en/matches/63888393/Werder-Bremen-Bayer-Leverkusen-August-13-1988-Bundesliga,,63888393
3,Tue,1988-08-16,,Köln,1–0,Bochum,,,Dieter Birlenbach,/en/matches/a405f4d5/Koln-Bochum-August-16-1988-Bundesliga,,a405f4d5
4,Fri,1988-08-19,,Eint Frankfurt,1–0,Köln,,,Gerd Zimmermann,/en/matches/28f34aa7/Eintracht-Frankfurt-Koln-August-19-1988-Bundesliga,,28f34aa7
4,Fri,1988-08-19,,Karlsruher,3–1,St Pauli,,,Bodo Kriegelstein,/en/matches/0e591dd2/Karlsruher-St-Pauli-August-19-1988-Bundesliga,,0e591dd2
4,Sat,1988-08-20,,Bochum,1–1,Uerdingen,,,Markus Merk,/en/matches/d322fb03/Bochum-Uerdingen-August-20-1988-Bundesliga,,d322fb03
4,Sat,1988-08-20,,Gladbach,4–1,Werder Bremen,,,Karl-Heinz Tritschler,/en/matches/ff6767bd/Monchengladbach-Werder-Bremen-August-20-1988-Bundesliga,,ff6767bd
4,Sat,1988-08-20,,Hamburger SV,0–1,Bayern Munich,,,Karl-Josef Assenmacher,/en/matches/8a19167b/Hamburger-SV-Bayern-Munich-August-20-1988-Bundesliga,,8a19167b
4,Sat,1988-08-20,,Kaiserslautern,0–0,Hannover 96,,,Rainer Boos,/en/matches/9fb3cceb/Kaiserslautern-Hannover-96-August-20-1988-Bundesliga,,9fb3cceb
4,Sat,1988-08-20,,Leverkusen,2–0,Dortmund,,,Kurt Witke,/en/matches/45dc7f04/Bayer-Leverkusen-Dortmund-August-20-1988-Bundesliga,,45dc7f04
4,Sat,1988-08-20,,Nürnberg,1–0,Mannheim,,,Lothar Löwer,/en/matches/9af53ef0/Nurnberg-Mannheim-August-20-1988-Bundesliga,,9af53ef0
4,Sat,1988-08-20,,Stuttgart,4–0,S'gart Kickers,,,Dieter Pauly,/en/matches/cf043950/Stuttgart-Stuttgarter-Kickers-August-20-1988-Bundesliga,,cf043950
5,Fri,1988-08-26,,St Pauli,2–1,Stuttgart,,,Klaus Broska,/en/matches/d988aced/St-Pauli-Stuttgart-August-26-1988-Bundesliga,,d988aced
5,Fri,1988-08-26,,Uerdingen,4–1,Eint Frankfurt,,,Wolf-Rüdiger Umbach,/en/matches/2d240a4e/Uerdingen-Eintracht-Frankfurt-August-26-1988-Bundesliga,,2d240a4e
5,Sat,1988-08-27,,Bayern Munich,5–1,Kaiserslautern,,,Peter Richmann,/en/matches/5e3c4545/Bayern-Munich-Kaiserslautern-August-27-1988-Bundesliga,,5e3c4545
5,Sat,1988-08-27,,Dortmund,0–0,Gladbach,,,Manfred Neuner,/en/matches/07511a92/Dortmund-Monchengladbach-August-27-1988-Bundesliga,,07511a92
5,Sat,1988-08-27,,Hannover 96,2–2,Leverkusen,,,Aron Schmidhuber,/en/matches/bcd2357c/Hannover-96-Bayer-Leverkusen-August-27-1988-Bundesliga,,bcd2357c
5,Sat,1988-08-27,,Köln,6–1,Karlsruher,,,Manfred Harder,/en/matches/6a7e8bf2/Koln-Karlsruher-August-27-1988-Bundesliga,,6a7e8bf2
5,Sat,1988-08-27,,Mannheim,1–1,Werder Bremen,,,Hans-Jürgen Weber,/en/matches/c50f2199/Mannheim-Werder-Bremen-August-27-1988-Bundesliga,,c50f2199
5,Sat,1988-08-27,,Nürnberg,3–1,Bochum,,,Wilfred Diekert,/en/matches/428fb0f1/Nurnberg-Bochum-August-27-1988-Bundesliga,,428fb0f1
5,Sat,1988-08-27,,S'gart Kickers,2–0,Hamburger SV,,,Gerhard Theobald,/en/matches/3a516239/Stuttgarter-Kickers-Hamburger-SV-August-27-1988-Bundesliga,,3a516239
6,Fri,1988-09-02,,Gladbach,2–0,Hannover 96,,,Siegfried Brehm,/en/matches/92744728/Monchengladbach-Hannover-96-September-2-1988-Bundesliga,,92744728
6,Sat,1988-09-03,,Bochum,2–2,Mannheim,,,Bodo Kriegelstein,/en/matches/771397ba/Bochum-Mannheim-September-3-1988-Bundesliga,,771397ba
6,Sat,1988-09-03,,Eint Frankfurt,1–0,Nürnberg,,,Dieter Pauly,/en/matches/996e9abb/Eintracht-Frankfurt-Nurnberg-September-3-1988-Bundesliga,,996e9abb
6,Sat,1988-09-03,,Hamburger SV,1–1,St Pauli,,,Karl-Heinz Tritschler,/en/matches/6ccb26bf/Hamburger-SV-St-Pauli-September-3-1988-Bundesliga,,6ccb26bf
6,Sat,1988-09-03,,Kaiserslautern,6–0,S'gart Kickers,,,Karl-Josef Assenmacher,/en/matches/d955ac3a/Kaiserslautern-Stuttgarter-Kickers-September-3-1988-Bundesliga,,d955ac3a
6,Sat,1988-09-03,,Karlsruher,0–1,Uerdingen,,,Wolfgang Mierswa,/en/matches/47695950/Karlsruher-Uerdingen-September-3-1988-Bundesliga,,47695950
6,Sat,1988-09-03,,Leverkusen,1–1,Bayern Munich,,,Wilfried Heitmann,/en/matches/83b30fd8/Bayer-Leverkusen-Bayern-Munich-September-3-1988-Bundesliga,,83b30fd8
6,Sat,1988-09-03,,Stuttgart,2–0,Köln,,,Hans-Peter Dellwing,/en/matches/a605c004/Stuttgart-Koln-September-3-1988-Bundesliga,,a605c004
7,Fri,1988-09-09,,St Pauli,1–1,Kaiserslautern,,,Hans-Jürgen Weber,/en/matches/99b67185/St-Pauli-Kaiserslautern-September-9-1988-Bundesliga,,99b67185
7,Sat,1988-09-10,,Bayern Munich,3–0,Gladbach,,,Anton Matheis,/en/matches/5f9ef761/Bayern-Munich-Monchengladbach-September-10-1988-Bundesliga,,5f9ef761
7,Sat,1988-09-10,,Bochum,1–0,Eint Frankfurt,,,Manfred Harder,/en/matches/a95f19a6/Bochum-Eintracht-Frankfurt-September-10-1988-Bundesliga,,a95f19a6
7,Sat,1988-09-10,,Hannover 96,2–2,Werder Bremen,,,Manfred Amerell,/en/matches/4ab2ebb9/Hannover-96-Werder-Bremen-September-10-1988-Bundesliga,,4ab2ebb9
7,Sat,1988-09-10,,Köln,1–2,Hamburger SV,,,Werner Föckler,/en/matches/06e246bf/Koln-Hamburger-SV-September-10-1988-Bundesliga,,06e246bf
7,Sat,1988-09-10,,Mannheim,0–3,Dortmund,,,Gerd Zimmermann,/en/matches/88ffa817/Mannheim-Dortmund-September-10-1988-Bundesliga,,88ffa817
7,Sat,1988-09-10,,Nürnberg,1–3,Karlsruher,,,Klaus Broska,/en/matches/3855d67f/Nurnberg-Karlsruher-September-10-1988-Bundesliga,,3855d67f
7,Sat,1988-09-10,,S'gart Kickers,1–3,Leverkusen,,,Heinz Werner,/en/matches/5516cb81/Stuttgarter-Kickers-Bayer-Leverkusen-September-10-1988-Bundesliga,,5516cb81
7,Sat,1988-09-10,,Uerdingen,0–0,Stuttgart,,,Gerhard Theobald,/en/matches/f203b8a3/Uerdingen-Stuttgart-September-10-1988-Bundesliga,,f203b8a3
8,Tue,1988-09-13,,Dortmund,4–0,Hannover 96,,,Edgar Steinborn,/en/matches/3b52807a/Dortmund-Hannover-96-September-13-1988-Bundesliga,,3b52807a
8,Tue,1988-09-13,,Eint Frankfurt,0–0,Mannheim,,,Joachim Kautschor,/en/matches/34f8347d/Eintracht-Frankfurt-Mannheim-September-13-1988-Bundesliga,,34f8347d
8,Tue,1988-09-13,,Gladbach,1–1,S'gart Kickers,,,Hans-Joachim Osmers,/en/matches/fd05ba09/Monchengladbach-Stuttgarter-Kickers-September-13-1988-Bundesliga,,fd05ba09
8,Tue,1988-09-13,,Hamburger SV,3–0,Uerdingen,,,Hans Scheuerer,/en/matches/7bafb35d/Hamburger-SV-Uerdingen-September-13-1988-Bundesliga,,7bafb35d
8,Tue,1988-09-13,,Kaiserslautern,1–1,Köln,,,Manfred Neuner,/en/matches/ea12a635/Kaiserslautern-Koln-September-13-1988-Bundesliga,,ea12a635
8,Tue,1988-09-13,,Karlsruher,1–3,Bochum,,,Eugen Strigel,/en/matches/72f879d9/Karlsruher-Bochum-September-13-1988-Bundesliga,,72f879d9
8,Tue,1988-09-13,,Leverkusen,2–2,St Pauli,,,Rainer Boos,/en/matches/50b0935f/Bayer-Leverkusen-St-Pauli-September-13-1988-Bundesliga,,50b0935f
8,Tue,1988-09-13,,Stuttgart,4–0,Nürnberg,,,Hellmut Krug,/en/matches/9456494c/Stuttgart-Nurnberg-September-13-1988-Bundesliga,,9456494c
8,Tue,1988-09-13,,Werder Bremen,2–2,Bayern Munich,,,Wolf-Günter Wiesel,/en/matches/8e462255/Werder-Bremen-Bayern-Munich-September-13-1988-Bundesliga,,8e462255
9,Mon,1988-10-03,,Nürnberg,1–4,Hamburger SV,,,Bodo Kriegelstein,/en/matches/303a3e8d/Nurnberg-Hamburger-SV-October-3-1988-Bundesliga,,303a3e8d
10,Fri,1988-10-07,,Dortmund,1–1,S'gart Kickers,,,Markus Merk,/en/matches/3f5f66b1/Dortmund-Stuttgarter-Kickers-October-7-1988-Bundesliga,,3f5f66b1
10,Sat,1988-10-08,,Gladbach,1–0,Köln,,,Hans Scheuerer,/en/matches/078ebf8a/Monchengladbach-Koln-October-8-1988-Bundesliga,,078ebf8a
10,Sat,1988-10-08,,Hamburger SV,3–1,Bochum,,,Hans Fux,/en/matches/8cab7b27/Hamburger-SV-Bochum-October-8-1988-Bundesliga,,8cab7b27
10,Sat,1988-10-08,,Hannover 96,0–0,Bayern Munich,,,Gerhard Theobald,/en/matches/ad9bdccc/Hannover-96-Bayern-Munich-October-8-1988-Bundesliga,,ad9bdccc
10,Sat,1988-10-08,,Kaiserslautern,2–1,Nürnberg,,,Hans-Joachim Osmers,/en/matches/41de2c8f/Kaiserslautern-Nurnberg-October-8-1988-Bundesliga,,41de2c8f
10,Sat,1988-10-08,,Karlsruher,2–1,Mannheim,,,Karl-Josef Assenmacher,/en/matches/dadddd07/Karlsruher-Mannheim-October-8-1988-Bundesliga,,dadddd07
10,Sat,1988-10-08,,Leverkusen,2–2,Uerdingen,,,Manfred Neuner,/en/matches/244e3a8e/Bayer-Leverkusen-Uerdingen-October-8-1988-Bundesliga,,244e3a8e
10,Sat,1988-10-08,,Stuttgart,2–0,Eint Frankfurt,,,Hans-Jürgen Weber,/en/matches/dca2feab/Stuttgart-Eintracht-Frankfurt-October-8-1988-Bundesliga,,dca2feab
10,Sat,1988-10-08,,Werder Bremen,0–0,St Pauli,,,Leonhard Kentsch,/en/matches/cc7159f4/Werder-Bremen-St-Pauli-October-8-1988-Bundesliga,,cc7159f4
9,Wed,1988-10-12,,Bayern Munich,1–1,Dortmund,,,Wolf-Rüdiger Umbach,/en/matches/99f1825d/Der-Klassiker-Bayern-Munich-Dortmund-October-12-1988-Bundesliga,,99f1825d
9,Sat,1988-10-15,,St Pauli,1–1,Gladbach,,,Manfred Amerell,/en/matches/dd704585/St-Pauli-Monchengladbach-October-15-1988-Bundesliga,,dd704585
11,Fri,1988-10-21,,S'gart Kickers,0–1,Hannover 96,,,Dieter Pauly,/en/matches/30ac00a1/Stuttgarter-Kickers-Hannover-96-October-21-1988-Bundesliga,,30ac00a1
11,Sat,1988-10-22,,Bochum,2–0,Kaiserslautern,,,Kurt Witke,/en/matches/d92b3cc7/Bochum-Kaiserslautern-October-22-1988-Bundesliga,,d92b3cc7
11,Sat,1988-10-22,,Eint Frankfurt,0–1,Hamburger SV,,,Hans-Peter Dellwing,/en/matches/95c59a0f/Eintracht-Frankfurt-Hamburger-SV-October-22-1988-Bundesliga,,95c59a0f
11,Sat,1988-10-22,,Karlsruher,2–0,Stuttgart,,,Karl-Heinz Tritschler,/en/matches/b2abe259/Karlsruher-Stuttgart-October-22-1988-Bundesliga,,b2abe259
11,Sat,1988-10-22,,Köln,2–0,Werder Bremen,,,Heinz Werner,/en/matches/da1d99b3/Koln-Werder-Bremen-October-22-1988-Bundesliga,,da1d99b3
11,Sat,1988-10-22,,Mannheim,0–3,Bayern Munich,,,Klaus Broska,/en/matches/6e6534dd/Mannheim-Bayern-Munich-October-22-1988-Bundesliga,,6e6534dd
11,Sat,1988-10-22,,Nürnberg,1–1,Leverkusen,,,Wolfgang Mierswa,/en/matches/612b05b2/Nurnberg-Bayer-Leverkusen-October-22-1988-Bundesliga,,612b05b2
11,Sat,1988-10-22,,St Pauli,1–0,Dortmund,,,Eugen Strigel,/en/matches/ded68cc5/St-Pauli-Dortmund-October-22-1988-Bundesliga,,ded68cc5
11,Sat,1988-10-22,,Uerdingen,0–0,Gladbach,,,Aron Schmidhuber,/en/matches/6a91d438/Uerdingen-Monchengladbach-October-22-1988-Bundesliga,,6a91d438
12,Thu,1988-10-27,,Leverkusen,1–1,Bochum,,,Anton Matheis,/en/matches/7f203be9/Bayer-Leverkusen-Bochum-October-27-1988-Bundesliga,,7f203be9
12,Sat,1988-10-29,,Bayern Munich,3–0,S'gart Kickers,,,Manfred Harder,/en/matches/3c019fc2/Bayern-Munich-Stuttgarter-Kickers-October-29-1988-Bundesliga,,3c019fc2
12,Sat,1988-10-29,,Dortmund,0–4,Köln,,,Aron Schmidhuber,/en/matches/083cf98e/Dortmund-Koln-October-29-1988-Bundesliga,,083cf98e
12,Sat,1988-10-29,,Gladbach,1–1,Nürnberg,,,Werner Föckler,/en/matches/6e0d8263/Monchengladbach-Nurnberg-October-29-1988-Bundesliga,,6e0d8263
12,Sat,1988-10-29,,Hamburger SV,1–1,Karlsruher,,,Peter Richmann,/en/matches/4c25da07/Hamburger-SV-Karlsruher-October-29-1988-Bundesliga,,4c25da07
12,Sat,1988-10-29,,Hannover 96,2–2,St Pauli,,,Joachim Kautschor,/en/matches/9edd4902/Hannover-96-St-Pauli-October-29-1988-Bundesliga,,9edd4902
12,Sat,1988-10-29,,Kaiserslautern,3–0,Eint Frankfurt,,,Bodo Kriegelstein,/en/matches/4fcd742e/Kaiserslautern-Eintracht-Frankfurt-October-29-1988-Bundesliga,,4fcd742e
12,Sat,1988-10-29,,Stuttgart,2–0,Mannheim,,,Wolf-Günter Wiesel,/en/matches/81d0a0f2/Stuttgart-Mannheim-October-29-1988-Bundesliga,,81d0a0f2
12,Sat,1988-10-29,,Werder Bremen,3–1,Uerdingen,,,Rainer Boos,/en/matches/ef0bbe63/Werder-Bremen-Uerdingen-October-29-1988-Bundesliga,,ef0bbe63
9,Tue,1988-11-01,,Bochum,1–0,Stuttgart,,,Werner Föckler,/en/matches/d9141145/Bochum-Stuttgart-November-1-1988-Bundesliga,,d9141145
13,Fri,1988-11-04,,Bochum,1–2,Gladbach,,,Rainer Boos,/en/matches/b136658c/Bochum-Monchengladbach-November-4-1988-Bundesliga,,b136658c
13,Sat,1988-11-05,,Eint Frankfurt,1–1,Leverkusen,,,Markus Merk,/en/matches/8e65a2a5/Eintracht-Frankfurt-Bayer-Leverkusen-November-5-1988-Bundesliga,,8e65a2a5
13,Sat,1988-11-05,,Karlsruher,4–1,Kaiserslautern,,,Dieter Pauly,/en/matches/1acd9ae0/Karlsruher-Kaiserslautern-November-5-1988-Bundesliga,,1acd9ae0
13,Sat,1988-11-05,,Köln,1–0,Hannover 96,,,Hans Fux,/en/matches/3a4ab7c0/Koln-Hannover-96-November-5-1988-Bundesliga,,3a4ab7c0
13,Sat,1988-11-05,,Mannheim,2–2,S'gart Kickers,,,Peter Richmann,/en/matches/cf02b88c/Mannheim-Stuttgarter-Kickers-November-5-1988-Bundesliga,,cf02b88c
13,Sat,1988-11-05,,Nürnberg,0–1,Werder Bremen,,,Anton Matheis,/en/matches/6b1ea115/Nurnberg-Werder-Bremen-November-5-1988-Bundesliga,,6b1ea115
13,Sat,1988-11-05,,St Pauli,0–0,Bayern Munich,,,Hellmut Krug,/en/matches/cd6f729d/St-Pauli-Bayern-Munich-November-5-1988-Bundesliga,,cd6f729d
13,Sat,1988-11-05,,Stuttgart,4–2,Hamburger SV,,,Heinz Werner,/en/matches/8aeb8339/Stuttgart-Hamburger-SV-November-5-1988-Bundesliga,,8aeb8339
13,Sat,1988-11-05,,Uerdingen,0–0,Dortmund,,,Wilfried Heitmann,/en/matches/a8ea4ef7/Uerdingen-Dortmund-November-5-1988-Bundesliga,,a8ea4ef7
14,Sat,1988-11-12,,Bayern Munich,2–0,Köln,,,Karl-Heinz Tritschler,/en/matches/09d49590/Bayern-Munich-Koln-November-12-1988-Bundesliga,,09d49590
14,Sat,1988-11-12,,Dortmund,4–0,Nürnberg,,,Hans-Peter Dellwing,/en/matches/155b7dbe/Dortmund-Nurnberg-November-12-1988-Bundesliga,,155b7dbe
14,Sat,1988-11-12,,Gladbach,2–1,Eint Frankfurt,,,Gerhard Theobald,/en/matches/0a28a56b/Monchengladbach-Eintracht-Frankfurt-November-12-1988-Bundesliga,,0a28a56b
14,Sat,1988-11-12,,Hamburger SV,5–1,Mannheim,,,Hans-Jürgen Weber,/en/matches/df4f91ff/Hamburger-SV-Mannheim-November-12-1988-Bundesliga,,df4f91ff
14,Sat,1988-11-12,,Hannover 96,0–5,Uerdingen,,,Kurt Witke,/en/matches/aafdccdf/Hannover-96-Uerdingen-November-12-1988-Bundesliga,,aafdccdf
14,Sat,1988-11-12,,Kaiserslautern,6–1,Stuttgart,,,Wolfgang Mierswa,/en/matches/24b2a648/Kaiserslautern-Stuttgart-November-12-1988-Bundesliga,,24b2a648
14,Sat,1988-11-12,,Leverkusen,1–0,Karlsruher,,,Wolf-Günter Wiesel,/en/matches/cd556f52/Bayer-Leverkusen-Karlsruher-November-12-1988-Bundesliga,,cd556f52
14,Sat,1988-11-12,,S'gart Kickers,2–2,St Pauli,,,Lothar Löwer,/en/matches/33c56f95/Stuttgarter-Kickers-St-Pauli-November-12-1988-Bundesliga,,33c56f95
14,Sat,1988-11-12,,Werder Bremen,2–0,Bochum,,,Manfred Neuner,/en/matches/18936c87/Werder-Bremen-Bochum-November-12-1988-Bundesliga,,18936c87
3,Tue,1988-11-15,,Bayern Munich,3–3,Stuttgart,,,Hans-Joachim Osmers,/en/matches/4ba4b1b9/Bayern-Munich-Stuttgart-November-15-1988-Bundesliga,,4ba4b1b9
9,Wed,1988-11-16,,Eint Frankfurt,1–0,Karlsruher,,,Siegfried Brehm,/en/matches/c487d5bb/Eintracht-Frankfurt-Karlsruher-November-16-1988-Bundesliga,,c487d5bb
9,Wed,1988-11-16,,Köln,3–0,Leverkusen,,,Dieter Pauly,/en/matches/fa1468b4/Koln-Bayer-Leverkusen-November-16-1988-Bundesliga,,fa1468b4
9,Wed,1988-11-16,,Mannheim,1–1,Hannover 96,,,Leonhard Kentsch,/en/matches/5b357ea7/Mannheim-Hannover-96-November-16-1988-Bundesliga,,5b357ea7
9,Wed,1988-11-16,,S'gart Kickers,0–6,Werder Bremen,,,Karl-Josef Assenmacher,/en/matches/79b4b043/Stuttgarter-Kickers-Werder-Bremen-November-16-1988-Bundesliga,,79b4b043
9,Wed,1988-11-16,,Uerdingen,3–1,Kaiserslautern,,,Eugen Strigel,/en/matches/9d642584/Uerdingen-Kaiserslautern-November-16-1988-Bundesliga,,9d642584
15,Sat,1988-11-19,,Bochum,2–2,Dortmund,,,Hans Scheuerer,/en/matches/4d663d70/Bochum-Dortmund-November-19-1988-Bundesliga,,4d663d70
15,Sat,1988-11-19,,Eint Frankfurt,0–0,Werder Bremen,,,Klaus Broska,/en/matches/27ebe3ec/Eintracht-Frankfurt-Werder-Bremen-November-19-1988-Bundesliga,,27ebe3ec
15,Sat,1988-11-19,,Kaiserslautern,0–0,Hamburger SV,,,Serge Muhmenthaler,/en/matches/604fe6b0/Kaiserslautern-Hamburger-SV-November-19-1988-Bundesliga,,604fe6b0
15,Sat,1988-11-19,,Köln,5–1,S'gart Kickers,,,Wilfred Diekert,/en/matches/b6141a03/Koln-Stuttgarter-Kickers-November-19-1988-Bundesliga,,b6141a03
15,Sat,1988-11-19,,Nürnberg,1–0,Hannover 96,,,Hellmut Krug,/en/matches/35eebf9b/Nurnberg-Hannover-96-November-19-1988-Bundesliga,,35eebf9b
15,Sat,1988-11-19,,St Pauli,2–1,Mannheim,,,Wolf-Rüdiger Umbach,/en/matches/d1176c12/St-Pauli-Mannheim-November-19-1988-Bundesliga,,d1176c12
15,Sat,1988-11-19,,Stuttgart,0–0,Leverkusen,,,Wilfried Heitmann,/en/matches/0b6dd8af/Stuttgart-Bayer-Leverkusen-November-19-1988-Bundesliga,,0b6dd8af
15,Sat,1988-11-19,,Uerdingen,1–3,Bayern Munich,,,Heinz Werner,/en/matches/c4353649/Uerdingen-Bayern-Munich-November-19-1988-Bundesliga,,c4353649
16,Fri,1988-11-25,,Werder Bremen,3–1,Karlsruher,,,Lothar Löwer,/en/matches/022d93b9/Werder-Bremen-Karlsruher-November-25-1988-Bundesliga,,022d93b9
16,Sat,1988-11-26,,Bayern Munich,1–0,Nürnberg,,,Joachim Kautschor,/en/matches/fc8a4d22/Bayern-Munich-Nurnberg-November-26-1988-Bundesliga,,fc8a4d22
16,Sat,1988-11-26,,Dortmund,6–0,Eint Frankfurt,,,Ralf Blattmann,/en/matches/ff6812b8/Dortmund-Eintracht-Frankfurt-November-26-1988-Bundesliga,,ff6812b8
16,Sat,1988-11-26,,Gladbach,2–2,Stuttgart,,,Manfred Harder,/en/matches/f136592d/Monchengladbach-Stuttgart-November-26-1988-Bundesliga,,f136592d
16,Sat,1988-11-26,,Hannover 96,3–2,Bochum,,,Karl-Heinz Tritschler,/en/matches/2d82f2d2/Hannover-96-Bochum-November-26-1988-Bundesliga,,2d82f2d2
16,Sat,1988-11-26,,Leverkusen,1–2,Hamburger SV,,,Manfred Amerell,/en/matches/c54fd211/Bayer-Leverkusen-Hamburger-SV-November-26-1988-Bundesliga,,c54fd211
16,Sat,1988-11-26,,S'gart Kickers,3–1,Uerdingen,,,Gerd Zimmermann,/en/matches/32603cfa/Stuttgarter-Kickers-Uerdingen-November-26-1988-Bundesliga,,32603cfa
16,Sat,1988-11-26,,St Pauli,0–1,Köln,,,Siegfried Brehm,/en/matches/f9eaa2a0/St-Pauli-Koln-November-26-1988-Bundesliga,,f9eaa2a0
16,Sun,1988-11-27,,Mannheim,0–4,Kaiserslautern,,,Bodo Kriegelstein,/en/matches/6ffdcb6c/Mannheim-Kaiserslautern-November-27-1988-Bundesliga,,6ffdcb6c
6,Tue,1988-11-29,,Werder Bremen,2–0,Dortmund,,,Hans Fux,/en/matches/a7dbe934/Werder-Bremen-Dortmund-November-29-1988-Bundesliga,,a7dbe934
17,Fri,1988-12-02,,Kaiserslautern,0–0,Leverkusen,,,Aron Schmidhuber,/en/matches/ff1c7ac5/Kaiserslautern-Bayer-Leverkusen-December-2-1988-Bundesliga,,ff1c7ac5
17,Fri,1988-12-02,,Köln,1–0,Mannheim,,,Hans-Joachim Osmers,/en/matches/08634c97/Koln-Mannheim-December-2-1988-Bundesliga,,08634c97
17,Sat,1988-12-03,,Bochum,0–0,Bayern Munich,,,Wolfgang Mierswa,/en/matches/95227bb1/Bochum-Bayern-Munich-December-3-1988-Bundesliga,,95227bb1
17,Sat,1988-12-03,,Eint Frankfurt,1–0,Hannover 96,,,Lothar Löwer,/en/matches/d7799c87/Eintracht-Frankfurt-Hannover-96-December-3-1988-Bundesliga,,d7799c87
